id,order_id,product_id,quantity,unit_price,discount_pct,line_total
16557,7789,132,1,4.3,0,4.3
16558,7790,180,2,7.45,0,14.9
16559,7791,293,1,6.15,0,6.15
16560,7791,122,3,8.25,0,24.75
16561,7791,82,2,5.0,0,10.0
16562,7791,272,4,10.35,0,41.4
16563,7792,19,1,10.05,0,10.05
16564,7793,19,2,10.05,0,20.1
16565,7793,7,4,4.55,0,18.2
16566,7794,283,2,7.6,0,15.2
16567,7794,55,1,4.55,0,4.55
16568,7795,153,3,13.4,0,40.2
16569,7795,67,2,6.95,0,13.9
16570,7796,113,1,5.8,0,5.8
16571,7796,87,3,5.05,0,15.15
16572,7797,114,1,6.9,0,6.9
16573,7797,166,3,10.25,0,30.75
16574,7797,236,1,3.05,0,3.05
16575,7798,137,2,11.4,0,22.8
16576,7798,238,1,5.9,15,5.01
16577,7798,57,2,5.45,15,9.26
16578,7798,42,1,10.0,0,10.0
16579,7799,155,4,13.15,0,52.6
16580,7799,294,1,4.6,15,3.91
16581,7800,72,1,5.95,0,5.95
16582,7800,152,1,11.0,10,9.9
16583,7800,201,3,9.05,0,27.15
16584,7800,227,1,9.9,0,9.9
16585,7801,53,3,6.15,10,16.6
16586,7801,168,1,12.4,0,12.4
16587,7801,91,2,11.8,5,22.42
16588,7802,119,1,4.4,0,4.4
16589,7802,147,2,5.4,0,10.8
16590,7803,155,3,13.15,0,39.45
16591,7803,125,3,11.1,0,33.3
16592,7803,60,1,7.5,0,7.5
16593,7803,184,1,13.5,0,13.5
16594,7804,109,3,11.35,0,34.05
16595,7804,137,5,11.4,5,54.15
16596,7805,237,3,3.1,0,9.3
16597,7805,160,2,5.7,0,11.4
16598,7805,170,1,9.3,0,9.3
16599,7806,12,2,4.25,10,7.65
16600,7807,77,1,12.75,0,12.75
16601,7807,254,1,4.05,0,4.05
16602,7807,190,1,3.6,0,3.6
16603,7808,124,1,15.35,0,15.35
16604,7808,183,2,9.35,0,18.7
16605,7809,168,1,12.4,0,12.4
16606,7809,80,3,14.15,0,42.45
16607,7809,60,1,7.5,0,7.5
16608,7810,7,3,4.55,0,13.65
16609,7810,33,1,12.7,0,12.7
16610,7811,286,1,10.95,0,10.95
16611,7811,191,4,3.45,0,13.8
16612,7811,63,1,7.1,0,7.1
16613,7812,168,2,12.4,0,24.8
16614,7812,65,5,15.5,0,77.5
16615,7813,130,1,4.65,0,4.65
16616,7813,132,4,4.3,0,17.2
16617,7814,4,1,14.15,5,13.44
16618,7814,264,1,6.4,5,6.08
16619,7814,298,1,7.95,0,7.95
16620,7815,124,1,15.35,0,15.35
16621,7816,147,1,5.4,0,5.4
16622,7816,204,1,2.7,0,2.7
16623,7817,244,5,12.0,15,51.0
16624,7817,98,1,6.95,0,6.95
16625,7817,213,1,7.1,0,7.1
16626,7817,205,3,5.5,0,16.5
16627,7818,156,3,14.8,10,39.96
16628,7818,158,2,6.25,0,12.5
16629,7819,250,1,3.2,0,3.2
16630,7820,280,3,5.45,10,14.71
16631,7821,228,1,10.55,10,9.49
16632,7821,73,2,6.7,5,12.73
16633,7822,80,1,14.15,10,12.73
16634,7823,280,1,5.45,0,5.45
16635,7824,229,1,15.55,0,15.55
16636,7825,108,1,10.3,0,10.3
16637,7825,140,1,10.4,0,10.4
16638,7826,154,1,9.1,0,9.1
16639,7827,75,5,7.9,0,39.5
16640,7828,292,1,3.5,5,3.32
16641,7828,227,2,9.9,0,19.8
16642,7829,77,2,12.75,0,25.5
16643,7829,100,2,5.55,0,11.1
16644,7829,261,2,12.5,0,25.0
16645,7830,6,2,15.35,0,30.7
16646,7830,147,1,5.4,0,5.4
16647,7830,292,2,3.5,0,7.0
16648,7831,133,1,6.15,15,5.22
16649,7831,32,2,12.05,0,24.1
16650,7831,177,2,3.35,0,6.7
16651,7831,241,4,12.35,0,49.4
16652,7832,83,2,6.65,0,13.3
16653,7832,262,1,5.2,0,5.2
16654,7832,192,2,4.75,0,9.5
16655,7832,76,1,12.0,0,12.0
16656,7832,6,1,15.35,20,12.28
16657,7833,128,2,3.7,0,7.4
16658,7833,262,1,5.2,0,5.2
16659,7834,56,2,5.35,0,10.7
16660,7834,13,1,5.2,0,5.2
16661,7835,253,3,7.6,0,22.8
16662,7835,295,1,4.95,0,4.95
16663,7835,115,2,5.95,0,11.9
16664,7836,99,1,4.7,0,4.7
16665,7837,250,2,3.2,20,5.12
16666,7837,220,1,3.1,15,2.63
16667,7837,161,1,3.35,5,3.18
16668,7838,112,1,4.1,0,4.1
16669,7839,243,3,11.5,0,34.5
16670,7839,32,2,12.05,0,24.1
16671,7839,202,1,3.65,0,3.65
16672,7840,263,3,3.2,0,9.6
16673,7841,137,2,11.4,0,22.8
16674,7841,103,1,4.0,0,4.0
16675,7841,4,2,14.15,0,28.3
16676,7842,253,4,7.6,0,30.4
16677,7842,180,1,7.45,0,7.45
16678,7843,290,2,13.5,0,27.0
16679,7844,124,3,15.35,10,41.44
16680,7845,94,3,13.5,0,40.5
16681,7845,41,2,5.9,15,10.03
16682,7845,221,2,4.8,5,9.12
16683,7846,238,1,5.9,0,5.9
16684,7846,188,1,5.3,0,5.3
16685,7846,170,1,9.3,0,9.3
16686,7846,247,3,4.65,0,13.95
16687,7847,106,2,10.5,0,21.0
16688,7847,34,1,14.1,0,14.1
16689,7847,56,1,5.35,0,5.35
16690,7847,207,1,5.0,0,5.0
16691,7848,121,2,8.85,10,15.93
16692,7849,47,1,8.1,0,8.1
16693,7850,38,2,6.9,0,13.8
16694,7850,279,1,4.45,0,4.45
16695,7850,111,2,14.7,0,29.4
16696,7850,250,4,3.2,0,12.8
16697,7851,228,4,10.55,0,42.2
16698,7851,248,1,4.25,0,4.25
16699,7852,274,2,11.85,0,23.7
16700,7853,294,1,4.6,0,4.6
16701,7853,212,1,9.25,0,9.25
16702,7853,46,1,10.4,0,10.4
16703,7854,289,1,11.75,0,11.75
16704,7855,239,1,7.65,0,7.65
16705,7855,29,1,7.45,0,7.45
16706,7856,15,1,7.65,0,7.65
16707,7857,96,1,14.6,0,14.6
16708,7857,31,1,8.95,0,8.95
16709,7857,282,2,3.2,0,6.4
16710,7857,127,1,3.25,0,3.25
16711,7858,170,1,9.3,0,9.3
16712,7858,194,3,4.65,0,13.95
16713,7859,121,1,8.85,0,8.85
16714,7859,54,1,3.45,0,3.45
16715,7859,292,1,3.5,0,3.5
16716,7859,43,2,4.9,0,9.8
16717,7860,218,2,5.95,0,11.9
16718,7860,242,1,12.35,0,12.35
16719,7860,200,1,11.9,0,11.9
16720,7861,63,2,7.1,0,14.2
16721,7862,158,1,6.25,0,6.25
16722,7862,12,5,4.25,0,21.25
16723,7862,95,1,11.9,10,10.71
16724,7863,104,2,7.75,15,13.17
16725,7863,4,1,14.15,0,14.15
16726,7864,196,1,7.3,0,7.3
16727,7864,262,3,5.2,0,15.6
16728,7864,174,3,3.85,0,11.55
16729,7865,170,1,9.3,0,9.3
16730,7865,247,4,4.65,0,18.6
16731,7866,293,2,6.15,0,12.3
16732,7867,167,2,10.05,5,19.09
16733,7867,51,3,9.8,5,27.93
16734,7867,231,1,11.3,0,11.3
16735,7868,260,4,10.75,5,40.85
16736,7868,259,1,14.8,0,14.8
16737,7868,148,5,6.1,10,27.45
16738,7869,105,4,3.75,0,15.0
16739,7870,80,1,14.15,0,14.15
16740,7871,59,1,7.6,0,7.6
16741,7871,10,4,3.8,5,14.44
16742,7872,260,2,10.75,0,21.5
16743,7872,259,2,14.8,5,28.12
16744,7872,63,1,7.1,0,7.1
16745,7873,283,1,7.6,0,7.6
16746,7874,92,1,13.25,5,12.58
16747,7875,114,1,6.9,0,6.9
16748,7876,200,1,11.9,0,11.9
16749,7876,239,1,7.65,0,7.65
16750,7877,228,1,10.55,0,10.55
16751,7878,158,2,6.25,0,12.5
16752,7879,90,2,4.05,0,8.1
16753,7879,104,1,7.75,0,7.75
16754,7880,26,1,3.25,10,2.92
16755,7880,238,1,5.9,0,5.9
16756,7880,11,1,3.25,0,3.25
16757,7880,116,1,4.1,0,4.1
16758,7880,103,1,4.0,0,4.0
16759,7881,119,3,4.4,0,13.2
16760,7881,255,1,4.9,0,4.9
16761,7881,280,3,5.45,10,14.71
16762,7882,18,1,8.7,0,8.7
16763,7882,163,1,7.1,0,7.1
16764,7883,200,2,11.9,0,23.8
16765,7883,76,1,12.0,15,10.2
16766,7883,141,1,9.85,0,9.85
16767,7884,285,4,7.9,0,31.6
16768,7884,36,2,11.0,0,22.0
16769,7884,144,1,4.75,0,4.75
16770,7884,181,5,12.7,0,63.5
16771,7885,225,1,7.6,0,7.6
16772,7886,150,1,7.95,0,7.95
16773,7887,52,1,4.4,0,4.4
16774,7887,35,3,13.05,0,39.15
16775,7888,284,2,5.05,5,9.59
16776,7888,221,4,4.8,0,19.2
16777,7888,78,1,9.2,5,8.74
16778,7888,86,1,3.1,0,3.1
16779,7888,189,3,6.65,0,19.95
16780,7889,52,3,4.4,0,13.2
16781,7890,139,4,14.35,0,57.4
16782,7890,260,1,10.75,0,10.75
16783,7890,258,5,7.8,0,39.0
16784,7890,189,2,6.65,0,13.3
16785,7891,100,1,5.55,0,5.55
16786,7891,47,1,8.1,0,8.1
16787,7891,276,1,14.65,0,14.65
16788,7892,259,1,14.8,0,14.8
16789,7892,126,3,14.05,0,42.15
16790,7892,9,1,7.0,0,7.0
16791,7893,252,4,5.05,0,20.2
16792,7893,54,1,3.45,0,3.45
16793,7894,272,1,10.35,20,8.28
16794,7894,133,1,6.15,0,6.15
16795,7895,197,1,13.1,0,13.1
16796,7895,34,1,14.1,0,14.1
16797,7896,159,2,5.55,0,11.1
16798,7897,24,1,5.8,0,5.8
16799,7898,73,1,6.7,0,6.7
16800,7899,233,1,6.5,0,6.5
16801,7900,74,1,6.65,0,6.65
16802,7900,173,2,5.8,0,11.6
16803,7901,250,1,3.2,0,3.2
16804,7901,143,1,2.6,0,2.6
16805,7902,242,2,12.35,0,24.7
16806,7903,161,1,3.35,0,3.35
16807,7904,131,1,4.0,5,3.8
16808,7905,103,1,4.0,0,4.0
16809,7906,265,1,3.6,10,3.24
16810,7906,243,1,11.5,0,11.5
16811,7907,197,1,13.1,0,13.1
16812,7907,177,2,3.35,0,6.7
16813,7908,58,1,3.5,0,3.5
16814,7908,57,1,5.45,0,5.45
16815,7908,110,1,14.3,0,14.3
16816,7908,288,5,12.95,0,64.75
16817,7909,7,1,4.55,0,4.55
16818,7910,52,1,4.4,0,4.4
16819,7911,148,1,6.1,0,6.1
16820,7912,105,2,3.75,0,7.5
16821,7912,215,1,12.15,5,11.54
16822,7912,199,1,13.75,0,13.75
16823,7912,188,2,5.3,10,9.54
16824,7912,284,2,5.05,0,10.1
16825,7913,135,2,5.45,0,10.9
16826,7913,207,2,5.0,0,10.0
16827,7914,49,1,13.45,0,13.45
16828,7915,284,2,5.05,0,10.1
16829,7915,200,3,11.9,15,30.34
16830,7915,31,1,8.95,15,7.6
16831,7916,127,1,3.25,0,3.25
16832,7917,242,2,12.35,0,24.7
16833,7918,21,4,14.05,0,56.2
16834,7918,49,1,13.45,0,13.45
16835,7919,84,1,6.9,0,6.9
16836,7919,137,1,11.4,10,10.26
16837,7920,258,1,7.8,0,7.8
16838,7920,295,4,4.95,0,19.8
16839,7921,18,3,8.7,0,26.1
16840,7922,131,1,4.0,0,4.0
16841,7922,201,1,9.05,15,7.69
16842,7922,242,4,12.35,0,49.4
16843,7922,28,1,6.4,5,6.08
16844,7922,136,2,8.85,0,17.7
16845,7923,60,1,7.5,0,7.5
16846,7923,129,1,5.4,0,5.4
16847,7924,87,2,5.05,20,8.08
16848,7924,169,5,14.6,0,73.0
16849,7924,154,2,9.1,20,14.56
16850,7925,111,2,14.7,0,29.4
16851,7925,23,4,5.45,0,21.8
16852,7926,102,2,3.4,0,6.8
16853,7927,289,1,11.75,5,11.16
16854,7927,110,4,14.3,0,57.2
16855,7928,14,1,6.7,0,6.7
16856,7928,131,1,4.0,0,4.0
16857,7929,299,4,7.5,0,30.0
16858,7929,18,4,8.7,10,31.32
16859,7929,235,1,3.3,0,3.3
16860,7929,53,3,6.15,5,17.52
16861,7929,231,5,11.3,0,56.5
16862,7930,187,1,3.75,0,3.75
16863,7931,260,1,10.75,0,10.75
16864,7932,160,1,5.7,0,5.7
16865,7932,18,1,8.7,0,8.7
16866,7933,246,3,15.75,0,47.25
16867,7934,33,1,12.7,5,12.06
16868,7935,63,2,7.1,0,14.2
16869,7935,238,1,5.9,0,5.9
16870,7935,103,4,4.0,0,16.0
16871,7935,163,1,7.1,0,7.1
16872,7936,290,2,13.5,0,27.0
16873,7937,273,2,7.35,0,14.7
16874,7938,135,1,5.45,0,5.45
16875,7939,296,4,4.3,15,14.62
16876,7940,260,3,10.75,0,32.25
16877,7940,45,2,7.85,0,15.7
16878,7941,166,1,10.25,0,10.25
16879,7942,256,1,12.7,0,12.7
16880,7942,110,5,14.3,15,60.77
16881,7943,253,3,7.6,0,22.8
16882,7944,275,1,11.55,0,11.55
16883,7945,125,2,11.1,0,22.2
16884,7945,191,1,3.45,0,3.45
16885,7946,104,1,7.75,0,7.75
16886,7946,182,2,11.85,15,20.14
16887,7946,127,5,3.25,0,16.25
16888,7947,266,1,4.8,0,4.8
16889,7947,227,1,9.9,0,9.9
16890,7947,149,1,7.6,0,7.6
16891,7947,35,1,13.05,0,13.05
16892,7948,85,1,4.95,0,4.95
16893,7948,219,2,5.8,5,11.02
16894,7948,178,1,7.6,0,7.6
16895,7948,294,2,4.6,10,8.28
16896,7949,192,1,4.75,0,4.75
16897,7949,171,4,11.9,0,47.6
16898,7950,166,1,10.25,0,10.25
16899,7951,42,1,10.0,10,9.0
16900,7951,28,1,6.4,5,6.08
16901,7952,1,1,12.35,15,10.49
16902,7953,238,1,5.9,0,5.9
16903,7953,122,2,8.25,5,15.67
16904,7953,105,2,3.75,0,7.5
16905,7953,85,2,4.95,15,8.41
16906,7954,19,2,10.05,0,20.1
16907,7955,143,2,2.6,0,5.2
16908,7955,153,4,13.4,0,53.6
16909,7956,149,4,7.6,0,30.4
16910,7956,133,2,6.15,0,12.3
16911,7956,85,1,4.95,5,4.7
16912,7957,34,1,14.1,0,14.1
16913,7957,121,2,8.85,10,15.93
16914,7957,295,2,4.95,0,9.9
16915,7957,119,3,4.4,0,13.2
16916,7957,201,2,9.05,0,18.1
16917,7958,230,1,11.65,0,11.65
16918,7959,164,1,5.65,20,4.52
16919,7959,206,1,4.75,0,4.75
16920,7960,4,2,14.15,0,28.3
16921,7960,54,1,3.45,0,3.45
16922,7961,131,1,4.0,0,4.0
16923,7962,253,1,7.6,0,7.6
16924,7963,172,2,2.65,0,5.3
16925,7963,197,2,13.1,5,24.89
16926,7964,170,1,9.3,10,8.37
16927,7964,20,1,14.9,0,14.9
16928,7964,201,2,9.05,0,18.1
16929,7964,206,4,4.75,5,18.05
16930,7965,181,1,12.7,0,12.7
16931,7966,295,3,4.95,0,14.85
16932,7966,254,1,4.05,0,4.05
16933,7967,249,3,5.95,0,17.85
16934,7967,168,1,12.4,5,11.78
16935,7968,35,1,13.05,0,13.05
16936,7968,234,2,6.0,0,12.0
16937,7969,126,3,14.05,5,40.04
16938,7970,46,2,10.4,0,20.8
16939,7970,58,2,3.5,0,7.0
16940,7971,18,3,8.7,5,24.79
16941,7971,234,1,6.0,0,6.0
16942,7971,187,1,3.75,0,3.75
16943,7971,246,1,15.75,0,15.75
16944,7972,45,3,7.85,5,22.37
16945,7972,45,4,7.85,0,31.4
16946,7973,274,1,11.85,0,11.85
16947,7974,141,2,9.85,0,19.7
16948,7974,196,2,7.3,0,14.6
16949,7975,72,1,5.95,20,4.76
16950,7975,190,2,3.6,0,7.2
16951,7975,46,1,10.4,0,10.4
16952,7976,18,1,8.7,0,8.7
16953,7976,189,1,6.65,5,6.31
16954,7976,13,1,5.2,0,5.2
16955,7976,114,3,6.9,0,20.7
16956,7977,190,3,3.6,0,10.8
16957,7978,63,1,7.1,0,7.1
16958,7979,252,1,5.05,5,4.79
16959,7980,157,2,2.8,5,5.32
16960,7980,252,2,5.05,0,10.1
16961,7981,246,4,15.75,0,63.0
16962,7981,255,1,4.9,0,4.9
16963,7981,111,2,14.7,0,29.4
16964,7981,261,1,12.5,0,12.5
16965,7981,202,1,3.65,0,3.65
16966,7982,156,5,14.8,0,74.0
16967,7982,95,1,11.9,0,11.9
16968,7983,111,1,14.7,0,14.7
16969,7983,156,1,14.8,10,13.32
16970,7984,54,2,3.45,0,6.9
16971,7985,153,5,13.4,0,67.0
16972,7986,202,4,3.65,0,14.6
16973,7987,107,1,13.4,0,13.4
16974,7988,174,1,3.85,0,3.85
16975,7989,89,1,4.9,0,4.9
16976,7989,14,1,6.7,0,6.7
16977,7990,39,4,3.5,0,14.0
16978,7990,45,1,7.85,0,7.85
16979,7991,266,1,4.8,0,4.8
16980,7992,178,1,7.6,0,7.6
16981,7992,89,2,4.9,0,9.8
16982,7993,171,2,11.9,0,23.8
16983,7994,219,1,5.8,0,5.8
16984,7994,198,1,13.3,0,13.3
16985,7995,110,1,14.3,0,14.3
16986,7996,98,1,6.95,0,6.95
16987,7997,139,4,14.35,0,57.4
16988,7997,33,2,12.7,0,25.4
16989,7998,169,1,14.6,0,14.6
16990,7999,152,2,11.0,0,22.0
16991,7999,87,1,5.05,0,5.05
16992,8000,296,1,4.3,0,4.3
16993,8001,47,1,8.1,10,7.29
16994,8002,204,1,2.7,0,2.7
16995,8003,251,3,5.85,0,17.55
16996,8003,166,2,10.25,0,20.5
16997,8004,63,1,7.1,0,7.1
16998,8005,47,3,8.1,0,24.3
16999,8006,268,5,7.25,0,36.25
17000,8007,189,1,6.65,0,6.65
17001,8008,57,3,5.45,0,16.35
17002,8008,152,3,11.0,0,33.0
17003,8009,298,3,7.95,0,23.85
17004,8010,286,1,10.95,0,10.95
17005,8011,254,4,4.05,0,16.2
17006,8011,66,2,9.65,0,19.3
17007,8011,66,2,9.65,0,19.3
17008,8012,39,1,3.5,0,3.5
17009,8012,108,1,10.3,0,10.3
17010,8012,244,1,12.0,0,12.0
17011,8012,167,1,10.05,0,10.05
17012,8013,230,4,11.65,0,46.6
17013,8013,201,1,9.05,0,9.05
17014,8013,282,1,3.2,5,3.04
17015,8014,175,2,3.55,0,7.1
17016,8014,28,1,6.4,0,6.4
17017,8014,112,1,4.1,5,3.89
17018,8015,48,1,8.2,5,7.79
17019,8015,102,2,3.4,0,6.8
17020,8016,67,4,6.95,0,27.8
17021,8016,4,2,14.15,0,28.3
17022,8017,218,3,5.95,0,17.85
17023,8018,33,2,12.7,0,25.4
17024,8018,69,1,2.8,0,2.8
17025,8019,209,4,6.4,0,25.6
17026,8019,271,2,7.65,5,14.53
17027,8019,151,2,10.7,0,21.4
17028,8019,158,2,6.25,10,11.25
17029,8019,183,2,9.35,0,18.7
17030,8020,15,1,7.65,0,7.65
17031,8021,150,2,7.95,0,15.9
17032,8022,55,1,4.55,0,4.55
17033,8022,109,1,11.35,15,9.64
17034,8023,130,1,4.65,0,4.65
17035,8024,254,3,4.05,0,12.15
17036,8025,53,2,6.15,10,11.07
17037,8026,74,3,6.65,5,18.95
17038,8026,266,4,4.8,0,19.2
17039,8027,135,2,5.45,0,10.9
17040,8028,222,1,5.05,0,5.05
17041,8028,31,2,8.95,0,17.9
17042,8029,134,2,5.0,0,10.0
17043,8029,153,3,13.4,0,40.2
17044,8030,194,3,4.65,0,13.95
17045,8030,87,1,5.05,0,5.05
17046,8030,199,1,13.75,15,11.68
17047,8031,190,1,3.6,0,3.6
17048,8032,233,1,6.5,0,6.5
17049,8033,300,3,5.55,0,16.65
17050,8033,192,1,4.75,0,4.75
17051,8034,89,3,4.9,0,14.7
17052,8035,164,5,5.65,0,28.25
17053,8035,228,3,10.55,0,31.65
17054,8035,283,5,7.6,0,38.0
17055,8036,252,1,5.05,0,5.05
17056,8036,282,5,3.2,15,13.6
17057,8037,260,1,10.75,10,9.67
17058,8037,38,1,6.9,0,6.9
17059,8037,224,2,4.3,10,7.74
17060,8038,18,1,8.7,0,8.7
17061,8039,26,1,3.25,5,3.08
17062,8040,122,1,8.25,20,6.6
17063,8041,48,2,8.2,0,16.4
17064,8041,77,1,12.75,0,12.75
17065,8041,6,1,15.35,0,15.35
17066,8042,60,5,7.5,0,37.5
17067,8042,263,2,3.2,0,6.4
17068,8043,48,2,8.2,0,16.4
17069,8044,276,4,14.65,0,58.6
17070,8044,92,1,13.25,10,11.92
17071,8044,222,1,5.05,5,4.79
17072,8045,153,1,13.4,0,13.4
17073,8046,155,1,13.15,0,13.15
17074,8047,157,1,2.8,0,2.8
17075,8047,59,1,7.6,20,6.08
17076,8047,202,1,3.65,15,3.1
17077,8048,100,1,5.55,5,5.27
17078,8048,85,1,4.95,0,4.95
17079,8048,166,2,10.25,0,20.5
17080,8049,154,2,9.1,5,17.29
17081,8050,201,1,9.05,0,9.05
17082,8050,146,1,5.5,5,5.22
17083,8050,211,3,12.3,15,31.36
17084,8050,89,1,4.9,10,4.41
17085,8051,251,1,5.85,0,5.85
17086,8052,293,2,6.15,10,11.07
17087,8053,277,3,4.1,0,12.3
17088,8054,123,1,9.85,5,9.35
17089,8055,179,1,3.75,0,3.75
17090,8056,26,4,3.25,5,12.35
17091,8057,159,1,5.55,0,5.55
17092,8058,146,2,5.5,0,11.0
17093,8058,262,1,5.2,0,5.2
17094,8058,147,2,5.4,0,10.8
17095,8058,274,1,11.85,15,10.07
17096,8059,48,3,8.2,0,24.6
17097,8059,96,4,14.6,0,58.4
17098,8060,45,1,7.85,0,7.85
17099,8060,185,2,11.15,5,21.18
17100,8060,58,1,3.5,0,3.5
17101,8060,152,1,11.0,0,11.0
17102,8061,169,1,14.6,0,14.6
17103,8061,123,1,9.85,5,9.35
17104,8061,254,3,4.05,0,12.15
17105,8062,182,1,11.85,0,11.85
17106,8062,12,2,4.25,0,8.5
17107,8063,44,1,6.0,0,6.0
17108,8063,99,3,4.7,0,14.1
17109,8064,116,3,4.1,10,11.07
17110,8064,23,1,5.45,0,5.45
17111,8065,299,1,7.5,0,7.5
17112,8065,116,4,4.1,0,16.4
17113,8065,232,2,5.0,0,10.0
17114,8065,55,3,4.55,0,13.65
17115,8066,115,4,5.95,0,23.8
17116,8066,244,2,12.0,10,21.6
17117,8067,294,3,4.6,5,13.11
17118,8067,218,1,5.95,0,5.95
17119,8068,254,1,4.05,0,4.05
17120,8068,217,1,3.8,0,3.8
17121,8068,263,1,3.2,0,3.2
17122,8068,126,3,14.05,20,33.72
17123,8069,14,1,6.7,0,6.7
17124,8070,289,2,11.75,0,23.5
17125,8070,37,1,3.85,0,3.85
17126,8070,263,1,3.2,0,3.2
17127,8071,143,2,2.6,10,4.68
17128,8072,214,1,10.45,0,10.45
17129,8072,115,4,5.95,0,23.8
17130,8073,289,1,11.75,0,11.75
17131,8073,167,3,10.05,0,30.15
17132,8073,226,3,8.65,0,25.95
17133,8074,116,1,4.1,0,4.1
17134,8074,70,1,5.35,0,5.35
17135,8074,96,4,14.6,0,58.4
17136,8074,231,1,11.3,5,10.73
17137,8075,132,2,4.3,0,8.6
17138,8076,202,3,3.65,0,10.95
17139,8076,240,1,5.6,0,5.6
17140,8076,190,3,3.6,0,10.8
17141,8077,114,2,6.9,0,13.8
17142,8077,60,1,7.5,0,7.5
17143,8078,266,2,4.8,0,9.6
17144,8079,61,1,8.2,5,7.79
17145,8080,201,2,9.05,0,18.1
17146,8080,234,1,6.0,10,5.4
17147,8081,84,1,6.9,10,6.21
17148,8081,245,1,10.75,0,10.75
17149,8082,25,1,5.15,0,5.15
17150,8082,91,1,11.8,0,11.8
17151,8082,161,4,3.35,0,13.4
17152,8082,55,1,4.55,0,4.55
17153,8083,300,2,5.55,0,11.1
17154,8083,111,3,14.7,0,44.1
17155,8083,280,1,5.45,0,5.45
17156,8084,215,3,12.15,0,36.45
17157,8084,93,1,9.45,0,9.45
17158,8084,191,3,3.45,0,10.35
17159,8085,214,2,10.45,0,20.9
17160,8085,56,1,5.35,0,5.35
17161,8086,215,3,12.15,0,36.45
17162,8086,101,3,5.15,0,15.45
17163,8087,288,1,12.95,0,12.95
17164,8087,114,2,6.9,10,12.42
17165,8087,246,2,15.75,0,31.5
17166,8088,264,1,6.4,5,6.08
17167,8088,151,2,10.7,15,18.19
17168,8089,141,2,9.85,15,16.74
17169,8090,119,1,4.4,0,4.4
17170,8091,179,1,3.75,0,3.75
17171,8091,287,1,11.4,0,11.4
17172,8092,223,3,5.3,0,15.9
17173,8092,187,1,3.75,15,3.18
17174,8092,198,3,13.3,0,39.9
17175,8093,266,1,4.8,0,4.8
17176,8094,70,1,5.35,5,5.08
17177,8094,299,2,7.5,0,15.0
17178,8095,290,4,13.5,0,54.0
17179,8095,105,2,3.75,10,6.75
17180,8095,153,2,13.4,0,26.8
17181,8096,48,2,8.2,0,16.4
17182,8097,22,2,3.65,0,7.3
17183,8097,297,1,4.75,0,4.75
17184,8098,80,1,14.15,10,12.73
17185,8099,100,2,5.55,0,11.1
17186,8100,59,1,7.6,0,7.6
17187,8100,21,2,14.05,0,28.1
17188,8100,151,5,10.7,0,53.5
17189,8101,144,1,4.75,0,4.75
17190,8102,106,1,10.5,0,10.5
17191,8102,4,2,14.15,5,26.88
17192,8102,193,2,6.6,0,13.2
17193,8103,39,5,3.5,0,17.5
17194,8103,188,4,5.3,0,21.2
17195,8103,180,1,7.45,0,7.45
17196,8103,34,1,14.1,5,13.39
17197,8103,114,2,6.9,0,13.8
17198,8104,10,1,3.8,0,3.8
17199,8105,189,1,6.65,0,6.65
17200,8106,222,1,5.05,5,4.79
17201,8106,267,3,4.0,5,11.4
17202,8107,77,3,12.75,0,38.25
17203,8108,44,5,6.0,0,30.0
17204,8109,107,1,13.4,0,13.4
17205,8109,206,3,4.75,0,14.25
17206,8109,237,4,3.1,0,12.4
17207,8110,245,1,10.75,0,10.75
17208,8111,79,2,13.0,10,23.4
17209,8111,270,3,5.95,0,17.85
17210,8112,296,1,4.3,0,4.3
17211,8113,74,1,6.65,10,5.98
17212,8114,91,1,11.8,0,11.8
17213,8115,214,2,10.45,0,20.9
17214,8115,192,3,4.75,0,14.25
17215,8116,46,1,10.4,15,8.84
17216,8116,251,4,5.85,20,18.72
17217,8117,183,2,9.35,0,18.7
17218,8118,25,1,5.15,0,5.15
17219,8118,68,2,3.1,0,6.2
17220,8118,62,3,8.0,15,20.4
17221,8118,189,4,6.65,0,26.6
17222,8119,166,2,10.25,0,20.5
17223,8120,28,1,6.4,0,6.4
17224,8120,194,1,4.65,0,4.65
17225,8120,183,1,9.35,0,9.35
17226,8120,82,2,5.0,0,10.0
17227,8121,83,1,6.65,5,6.31
17228,8121,225,1,7.6,10,6.84
17229,8121,291,2,14.45,0,28.9
17230,8121,58,1,3.5,5,3.32
17231,8121,114,1,6.9,0,6.9
17232,8122,65,2,15.5,0,31.0
17233,8122,157,3,2.8,10,7.56
17234,8123,137,4,11.4,10,41.04
17235,8123,73,1,6.7,5,6.36
17236,8124,119,2,4.4,0,8.8
17237,8125,117,1,5.5,0,5.5
17238,8125,135,1,5.45,0,5.45
17239,8126,18,1,8.7,0,8.7
17240,8126,289,1,11.75,0,11.75
17241,8127,183,2,9.35,10,16.83
17242,8128,255,1,4.9,0,4.9
17243,8128,192,1,4.75,0,4.75
17244,8129,179,1,3.75,0,3.75
17245,8129,62,1,8.0,0,8.0
17246,8130,126,1,14.05,0,14.05
17247,8131,2,2,11.0,5,20.9
17248,8131,193,3,6.6,10,17.82
17249,8132,191,1,3.45,0,3.45
17250,8132,44,1,6.0,0,6.0
17251,8133,37,1,3.85,0,3.85
17252,8133,58,3,3.5,0,10.5
17253,8133,16,1,13.95,0,13.95
17254,8133,279,2,4.45,0,8.9
