id,order_id,payment_method,amount
3239,2683,coupon,0
3240,2683,credit_card,29117
3241,2684,credit_card,874
3242,2685,credit_card,15026
3243,2686,credit_card,1255
3244,2687,credit_card,44782
3245,2688,gift_card,4974
3246,2689,credit_card,2908
3247,2690,credit_card,34428
3248,2691,bank_transfer,38813
3249,2692,credit_card,14022
3250,2693,credit_card,47243
3251,2694,bank_transfer,15802
3252,2695,credit_card,15125
3253,2696,bank_transfer,20751
3254,2696,gift_card,32631
3255,2697,gift_card,29225
3256,2698,credit_card,46501
3257,2699,credit_card,49479
3258,2700,credit_card,10859
3259,2701,credit_card,30258
3260,2702,gift_card,8518
3261,2703,credit_card,11203
3262,2703,credit_card,45014
3263,2704,coupon,0
3264,2704,bank_transfer,13752
3265,2705,credit_card,11714
3266,2706,gift_card,5245
3267,2707,credit_card,34109
3268,2708,gift_card,48887
3269,2709,gift_card,46238
3270,2710,coupon,0
3271,2710,bank_transfer,12962
3272,2711,credit_card,2248
3273,2712,bank_transfer,23199
3274,2713,credit_card,49083
3275,2714,credit_card,5287
3276,2715,credit_card,34660
3277,2716,coupon,0
3278,2716,credit_card,17207
3279,2717,credit_card,43075
3280,2718,credit_card,34006
3281,2719,gift_card,31537
3282,2720,bank_transfer,41798
3283,2721,credit_card,34765
3284,2722,gift_card,31416
3285,2723,credit_card,40188
3286,2724,bank_transfer,48563
3287,2725,credit_card,23325
3288,2726,bank_transfer,25135
3289,2727,credit_card,44456
3290,2728,credit_card,14341
3291,2728,credit_card,20261
3292,2729,credit_card,49804
3293,2730,credit_card,18907
3294,2731,credit_card,39585
3295,2731,credit_card,37546
3296,2732,credit_card,40020
3297,2733,bank_transfer,18571
3298,2734,gift_card,49150
3299,2735,credit_card,5039
3300,2736,credit_card,18603
3301,2737,coupon,0
3302,2737,bank_transfer,36131
3303,2738,credit_card,36792
3304,2738,credit_card,21127
3305,2739,credit_card,20719
3306,2740,coupon,0
3307,2740,credit_card,28474
3308,2741,bank_transfer,15801
3309,2742,bank_transfer,43187
3310,2743,bank_transfer,39474
3311,2744,credit_card,15365
3312,2745,coupon,0
3313,2745,credit_card,9555
3314,2746,credit_card,33602
3315,2747,bank_transfer,41210
3316,2748,credit_card,43886
3317,2749,credit_card,13853
3318,2750,bank_transfer,626
3319,2751,bank_transfer,48428
3320,2752,gift_card,3896
3321,2752,credit_card,45293
3322,2753,bank_transfer,21335
3323,2754,credit_card,1542
3324,2755,credit_card,17568
3325,2756,credit_card,7178
3326,2757,credit_card,39334
3327,2758,credit_card,7280
3328,2759,bank_transfer,15375
3329,2760,credit_card,35529
3330,2761,gift_card,31316
3331,2762,credit_card,8113
3332,2763,credit_card,47661
3333,2764,credit_card,12583
3334,2765,bank_transfer,30648
3335,2766,credit_card,6040
3336,2767,bank_transfer,33152
3337,2768,credit_card,1567
3338,2769,credit_card,49792
3339,2770,coupon,0
3340,2770,credit_card,41017
3341,2771,credit_card,22826
3342,2772,credit_card,38418
3343,2773,bank_transfer,26861
3344,2774,credit_card,14006
3345,2775,gift_card,31682
3346,2776,gift_card,49270
3347,2777,credit_card,31314
3348,2778,bank_transfer,28635
3349,2779,gift_card,39321
3350,2780,credit_card,40601
3351,2781,credit_card,20047
3352,2782,gift_card,30573
3353,2783,gift_card,19152
3354,2784,bank_transfer,7292
3355,2785,credit_card,27361
3356,2786,credit_card,49477
3357,2787,coupon,0
3358,2787,credit_card,46028
3359,2788,credit_card,26563
3360,2789,credit_card,43152
3361,2790,credit_card,37597
3362,2791,credit_card,41116
3363,2792,credit_card,45337
3364,2793,gift_card,5179
3365,2794,credit_card,48412
3366,2795,credit_card,32552
3367,2796,gift_card,12030
3368,2797,credit_card,13508
3369,2798,gift_card,38453
3370,2799,credit_card,37725
3371,2800,bank_transfer,3493
3372,2801,credit_card,5478
3373,2802,credit_card,41301
3374,2802,bank_transfer,35413
3375,2803,gift_card,4117
3376,2804,credit_card,27253
3377,2805,credit_card,13872
3378,2806,gift_card,21131
3379,2807,bank_transfer,27195
3380,2808,gift_card,18174
3381,2809,coupon,0
3382,2809,credit_card,2628
3383,2810,bank_transfer,1144
3384,2810,bank_transfer,28701
3385,2811,credit_card,21231
3386,2812,credit_card,2729
3387,2812,bank_transfer,36215
3388,2813,coupon,0
3389,2813,credit_card,28318
3390,2814,credit_card,47329
3391,2815,bank_transfer,28498
3392,2816,credit_card,4648
3393,2817,credit_card,7822
3394,2818,gift_card,37766
3395,2819,credit_card,11603
3396,2820,credit_card,28063
3397,2821,coupon,0
3398,2821,credit_card,6365
3399,2822,coupon,0
3400,2822,credit_card,49973
3401,2823,bank_transfer,49364
3402,2824,coupon,0
3403,2824,gift_card,40869
3404,2825,coupon,0
3405,2825,gift_card,40109
3406,2826,credit_card,49347
3407,2827,credit_card,10568
3408,2828,coupon,0
3409,2828,credit_card,17423
3410,2829,gift_card,40213
3411,2830,credit_card,38722
3412,2831,credit_card,19243
3413,2832,coupon,0
3414,2832,credit_card,27493
3415,2833,bank_transfer,40619
3416,2834,bank_transfer,15591
3417,2835,coupon,0
3418,2835,credit_card,13933
3419,2836,bank_transfer,6582
3420,2837,credit_card,30479
3421,2838,bank_transfer,49429
3422,2839,bank_transfer,1395
3423,2840,credit_card,620
3424,2841,credit_card,27098
3425,2842,credit_card,23687
3426,2843,bank_transfer,43195
3427,2844,bank_transfer,23483
3428,2845,gift_card,23990
3429,2846,gift_card,43963
3430,2847,bank_transfer,7305
3431,2848,credit_card,29285
3432,2849,credit_card,35075
3433,2850,credit_card,19427
3434,2851,credit_card,37846
3435,2852,bank_transfer,30689
3436,2853,bank_transfer,15510
3437,2853,credit_card,14457
3438,2854,credit_card,4922
3439,2855,gift_card,13588
3440,2856,bank_transfer,43005
3441,2857,credit_card,40963
3442,2858,credit_card,26837
3443,2859,gift_card,38564
3444,2860,credit_card,49708
3445,2861,credit_card,3319
3446,2862,credit_card,28313
3447,2863,bank_transfer,40400
3448,2864,credit_card,41908
3449,2865,coupon,0
3450,2865,credit_card,13408
3451,2866,gift_card,28224
3452,2867,credit_card,11627
3453,2868,gift_card,2195
3454,2869,credit_card,22064
3455,2870,credit_card,33090
3456,2871,gift_card,24490
3457,2872,credit_card,37612
3458,2873,gift_card,45308
3459,2874,credit_card,2839
3460,2875,bank_transfer,36223
3461,2876,gift_card,34583
3462,2877,credit_card,28566
3463,2878,credit_card,5078
3464,2879,credit_card,20908
3465,2880,credit_card,654
3466,2881,coupon,0
3467,2881,credit_card,46496
3468,2882,gift_card,20144
3469,2883,coupon,0
3470,2883,bank_transfer,7852
3471,2884,gift_card,40219
3472,2885,coupon,0
3473,2885,gift_card,13810
3474,2886,coupon,0
3475,2886,credit_card,45599
3476,2887,credit_card,2355
3477,2888,coupon,0
3478,2888,credit_card,49999
3479,2889,credit_card,25026
3480,2890,credit_card,38881
3481,2891,coupon,0
3482,2891,gift_card,31776
3483,2892,credit_card,17188
3484,2893,credit_card,10103
3485,2894,credit_card,4424
3486,2895,credit_card,23057
3487,2896,coupon,0
3488,2896,credit_card,21386
3489,2897,credit_card,31408
3490,2898,coupon,0
3491,2898,bank_transfer,18487
3492,2899,coupon,0
3493,2899,credit_card,19762
3494,2900,coupon,0
3495,2900,credit_card,45580
3496,2901,credit_card,16280
3497,2902,credit_card,1482
3498,2903,credit_card,23140
3499,2903,bank_transfer,45667
3500,2904,bank_transfer,25924
3501,2905,credit_card,32306
3502,2906,credit_card,22567
3503,2907,bank_transfer,49569
3504,2908,bank_transfer,41080
3505,2909,bank_transfer,8376
3506,2910,bank_transfer,11719
3507,2911,credit_card,37373
3508,2912,gift_card,2895
3509,2913,gift_card,9570
3510,2914,credit_card,46683
3511,2915,credit_card,13426
3512,2916,credit_card,41472
3513,2917,credit_card,39236
3514,2918,credit_card,6865
3515,2919,coupon,0
3516,2919,credit_card,20972
3517,2920,gift_card,20695
3518,2921,credit_card,19416
3519,2922,gift_card,40460
3520,2923,credit_card,5888
3521,2924,bank_transfer,14038
3522,2925,coupon,0
3523,2925,credit_card,37452
3524,2926,credit_card,49989
3525,2927,credit_card,23668
3526,2928,bank_transfer,46672
3527,2929,credit_card,48812
3528,2930,credit_card,19879
3529,2931,credit_card,42461
3530,2932,credit_card,39400
3531,2933,bank_transfer,30081
3532,2934,credit_card,7923
3533,2935,credit_card,16624
3534,2935,gift_card,49229
3535,2936,coupon,0
3536,2936,bank_transfer,46360
3537,2937,credit_card,48442
3538,2938,bank_transfer,43204
3539,2939,bank_transfer,44400
3540,2940,credit_card,18974
3541,2941,coupon,0
3542,2941,credit_card,30058
3543,2942,credit_card,34856
3544,2943,bank_transfer,17562
3545,2944,credit_card,32346
3546,2945,credit_card,44078
3547,2946,credit_card,44946
3548,2947,gift_card,23504
3549,2947,credit_card,48396
3550,2948,credit_card,37073
3551,2949,credit_card,33293
3552,2950,credit_card,10754
3553,2951,credit_card,19051
3554,2952,credit_card,39288
3555,2953,gift_card,23597
3556,2954,coupon,0
3557,2954,credit_card,19179
3558,2955,gift_card,10603
3559,2956,bank_transfer,26050
3560,2957,gift_card,29606
3561,2958,coupon,0
3562,2958,bank_transfer,28251
3563,2959,credit_card,31930
3564,2959,bank_transfer,29380
3565,2960,bank_transfer,5367
3566,2961,credit_card,22404
3567,2962,credit_card,2063
3568,2963,gift_card,2390
3569,2964,bank_transfer,45237
3570,2965,gift_card,19040
3571,2966,credit_card,48942
3572,2967,coupon,0
3573,2967,credit_card,6373
3574,2968,coupon,0
3575,2968,credit_card,5695
3576,2969,credit_card,40573
3577,2970,credit_card,4639
3578,2970,credit_card,49793
3579,2971,credit_card,41098
3580,2972,bank_transfer,40468
3581,2973,bank_transfer,37960
3582,2974,credit_card,10040
3583,2975,credit_card,19603
3584,2976,coupon,0
3585,2976,credit_card,16305
3586,2977,coupon,0
3587,2977,credit_card,6698
3588,2978,bank_transfer,47287
3589,2979,credit_card,36300
3590,2980,bank_transfer,35047
3591,2981,coupon,0
3592,2981,credit_card,8321
3593,2982,gift_card,11536
3594,2983,coupon,0
3595,2983,bank_transfer,4891
3596,2984,credit_card,27216
3597,2985,coupon,0
3598,2985,credit_card,32226
3599,2986,credit_card,22663
3600,2987,credit_card,16957
3601,2988,gift_card,15989
3602,2989,coupon,0
3603,2989,credit_card,26852
3604,2990,gift_card,8015
3605,2991,credit_card,14463
3606,2992,bank_transfer,12688
3607,2993,coupon,0
3608,2993,bank_transfer,24182
3609,2994,bank_transfer,36815
3610,2995,coupon,0
3611,2995,credit_card,33478
3612,2996,gift_card,21691
3613,2997,credit_card,4490
3614,2998,credit_card,2402
3615,2999,coupon,0
3616,2999,credit_card,20561
3617,3000,bank_transfer,47688
3618,3001,credit_card,17972
3619,3002,gift_card,43163
3620,3003,credit_card,26800
3621,3004,coupon,0
3622,3004,bank_transfer,20955
3623,3005,credit_card,4491
3624,3006,credit_card,42628
3625,3007,credit_card,16832
3626,3008,coupon,0
3627,3008,credit_card,28071
3628,3009,coupon,0
3629,3009,bank_transfer,7818
3630,3010,credit_card,34104
3631,3011,credit_card,38566
3632,3012,gift_card,26302
3633,3013,credit_card,50000
3634,3014,coupon,0
3635,3014,credit_card,38321
3636,3015,credit_card,35779
3637,3016,gift_card,39443
3638,3017,bank_transfer,45988
3639,3018,coupon,0
3640,3018,bank_transfer,45832
3641,3019,credit_card,4098
3642,3020,credit_card,32109
3643,3021,credit_card,39655
3644,3022,bank_transfer,41218
3645,3023,coupon,0
3646,3023,gift_card,7674
3647,3024,credit_card,16631
3648,3025,gift_card,28201
3649,3026,gift_card,21875
3650,3027,credit_card,3745
3651,3028,bank_transfer,13583
3652,3029,credit_card,29336
3653,3030,bank_transfer,21421
3654,3031,credit_card,48837
3655,3032,credit_card,37879
3656,3033,bank_transfer,39809
3657,3034,bank_transfer,12165
3658,3035,gift_card,3389
3659,3036,credit_card,20004
3660,3036,gift_card,49292
3661,3037,credit_card,19378
3662,3038,credit_card,8202
3663,3039,credit_card,48117
3664,3040,credit_card,34291
3665,3041,credit_card,5814
3666,3042,coupon,0
3667,3042,bank_transfer,44963
3668,3043,credit_card,16079
3669,3044,credit_card,40185
3670,3045,credit_card,15754
3671,3046,credit_card,12819
3672,3046,bank_transfer,20977
3673,3047,credit_card,14029
3674,3048,coupon,0
3675,3048,gift_card,40189
3676,3049,credit_card,22058
3677,3050,credit_card,31883
3678,3051,gift_card,30936
3679,3051,credit_card,48750
3680,3052,credit_card,42670
3681,3053,gift_card,5700
3682,3054,credit_card,24926
3683,3055,credit_card,11650
3684,3056,credit_card,1078
3685,3057,bank_transfer,49442
3686,3058,credit_card,16795
3687,3059,credit_card,23926
3688,3060,coupon,0
3689,3060,bank_transfer,11020
3690,3061,credit_card,41720
3691,3062,credit_card,18547
3692,3063,coupon,0
3693,3063,credit_card,39648
3694,3064,credit_card,18937
3695,3064,credit_card,23908
3696,3065,coupon,0
3697,3065,bank_transfer,43224
3698,3066,bank_transfer,12187
3699,3067,credit_card,18744
3700,3068,credit_card,33347
3701,3069,credit_card,21983
3702,3070,gift_card,31791
3703,3070,credit_card,1639
3704,3071,bank_transfer,42706
3705,3072,gift_card,14814
3706,3073,credit_card,14868
3707,3074,credit_card,32725
3708,3075,gift_card,11227
3709,3076,credit_card,32096
3710,3077,credit_card,40320
3711,3078,credit_card,40972
3712,3079,coupon,0
3713,3079,gift_card,35046
3714,3080,bank_transfer,17713
3715,3081,credit_card,22314
3716,3082,bank_transfer,18820
3717,3083,credit_card,31163
3718,3084,gift_card,16018
3719,3085,coupon,0
3720,3085,credit_card,28771
3721,3086,credit_card,44017
3722,3087,coupon,0
3723,3087,bank_transfer,49313
3724,3088,credit_card,5931
3725,3089,credit_card,13303
3726,3090,bank_transfer,29566
3727,3091,credit_card,4734
3728,3092,credit_card,30700
3729,3093,bank_transfer,35605
3730,3094,bank_transfer,31277
3731,3095,credit_card,10797
3732,3096,coupon,0
3733,3096,credit_card,45418
3734,3097,gift_card,35334
3735,3098,coupon,0
3736,3098,credit_card,29813
3737,3099,bank_transfer,15505
3738,3100,credit_card,47976
3739,3101,bank_transfer,17504
3740,3102,credit_card,24263
3741,3103,credit_card,3520
3742,3104,coupon,0
3743,3104,credit_card,2494
3744,3105,credit_card,42798
3745,3106,credit_card,961
3746,3107,credit_card,29930
3747,3108,bank_transfer,7556
3748,3109,bank_transfer,12104
3749,3110,credit_card,29017
3750,3111,credit_card,16295
3751,3112,coupon,0
3752,3112,bank_transfer,45736
3753,3113,coupon,0
3754,3113,credit_card,11941
3755,3114,gift_card,24094
3756,3115,coupon,0
3757,3115,credit_card,31932
3758,3116,bank_transfer,16282
3759,3117,credit_card,26834
3760,3118,credit_card,35765
3761,3119,credit_card,37593
3762,3120,bank_transfer,22229
3763,3121,bank_transfer,41528
3764,3122,gift_card,42730
3765,3123,coupon,0
3766,3123,credit_card,31092
3767,3124,coupon,0
3768,3124,credit_card,10354
3769,3125,bank_transfer,33541
3770,3126,coupon,0
3771,3126,credit_card,24664
3772,3127,gift_card,11390
3773,3128,credit_card,25901
3774,3129,coupon,0
3775,3129,bank_transfer,30152
3776,3130,credit_card,49689
3777,3131,bank_transfer,43994
3778,3132,coupon,0
3779,3132,credit_card,6445
3780,3133,coupon,0
3781,3133,bank_transfer,16646
3782,3134,credit_card,39374
3783,3135,gift_card,26291
3784,3136,credit_card,15730
3785,3137,credit_card,10765
3786,3138,coupon,0
3787,3138,credit_card,41501
3788,3139,gift_card,31777
3789,3140,credit_card,38458
3790,3141,coupon,0
3791,3141,bank_transfer,16952
3792,3142,bank_transfer,44769
3793,3143,bank_transfer,19023
3794,3144,bank_transfer,17492
3795,3145,credit_card,45247
3796,3146,credit_card,4962
3797,3147,credit_card,39032
3798,3148,credit_card,29912
3799,3149,bank_transfer,44868
3800,3150,credit_card,6464
3801,3151,gift_card,39995
3802,3152,gift_card,14815
3803,3153,credit_card,19480
3804,3154,credit_card,3358
3805,3155,credit_card,7862
3806,3156,credit_card,37342
3807,3157,credit_card,2003
3808,3158,credit_card,14995
3809,3159,credit_card,26413
3810,3160,credit_card,7480
3811,3161,coupon,0
3812,3161,credit_card,4910
3813,3162,credit_card,10858
3814,3163,credit_card,19737
3815,3164,credit_card,21782
3816,3165,credit_card,24467
3817,3166,credit_card,17697
3818,3167,credit_card,9425
3819,3168,credit_card,1263
3820,3168,credit_card,35807
3821,3169,credit_card,41485
3822,3170,credit_card,43117
3823,3170,credit_card,27650
3824,3171,credit_card,27761
3825,3172,credit_card,27282
3826,3173,credit_card,27158
3827,3174,credit_card,2949
3828,3175,credit_card,25195
3829,3176,gift_card,4305
3830,3177,gift_card,27847
3831,3178,credit_card,20912
3832,3179,bank_transfer,33337
3833,3180,credit_card,11147
3834,3181,credit_card,37855
3835,3182,credit_card,16833
3836,3183,credit_card,1246
3837,3184,bank_transfer,16542
3838,3185,coupon,0
3839,3185,credit_card,7926
3840,3186,credit_card,48478
3841,3187,credit_card,44077
3842,3188,credit_card,48221
3843,3189,credit_card,37449
3844,3190,gift_card,47443
3845,3191,coupon,0
3846,3191,bank_transfer,44050
3847,3192,credit_card,24088
3848,3193,credit_card,44603
3849,3194,credit_card,44175
3850,3195,credit_card,8671
3851,3196,credit_card,20536
3852,3197,credit_card,19781
3853,3198,credit_card,25400
3854,3199,credit_card,33766
3855,3200,credit_card,18368
3856,3201,gift_card,28740
3857,3202,credit_card,37750
3858,3203,coupon,0
3859,3203,bank_transfer,31342
3860,3204,credit_card,7769
3861,3205,gift_card,42526
3862,3206,bank_transfer,23089
3863,3207,coupon,0
3864,3207,bank_transfer,42850
3865,3208,credit_card,18937
3866,3209,credit_card,37736
3867,3210,bank_transfer,47607
3868,3211,coupon,0
3869,3211,bank_transfer,26286
3870,3212,coupon,0
3871,3212,credit_card,33401
3872,3213,bank_transfer,9704
3873,3214,gift_card,48698
3874,3215,coupon,0
3875,3215,credit_card,4499
3876,3216,bank_transfer,3429
3877,3217,gift_card,10124
3878,3218,credit_card,6854
3879,3219,credit_card,28066
3880,3220,bank_transfer,31739
3881,3221,coupon,0
3882,3221,credit_card,29007
3883,3222,credit_card,25254
3884,3223,credit_card,36887
3885,3224,credit_card,19577
3886,3225,gift_card,7914
3887,3226,bank_transfer,13387
3888,3227,credit_card,18540
3889,3228,bank_transfer,48041
3890,3229,bank_transfer,37642
3891,3230,credit_card,21041
3892,3231,credit_card,9028
3893,3232,credit_card,43330
3894,3233,coupon,0
3895,3233,gift_card,3932
3896,3234,credit_card,29985
3897,3234,credit_card,27968
3898,3235,coupon,0
3899,3235,bank_transfer,43038
3900,3236,credit_card,24088
3901,3237,coupon,0
3902,3237,bank_transfer,19466
3903,3238,credit_card,32107
3904,3239,credit_card,3601
3905,3239,credit_card,18109
3906,3240,credit_card,18818
3907,3241,credit_card,29455
3908,3242,bank_transfer,39233
3909,3243,credit_card,7459
3910,3244,credit_card,38561
3911,3245,credit_card,25340
3912,3246,coupon,0
3913,3246,credit_card,41077
3914,3247,credit_card,25699
3915,3248,coupon,0
3916,3248,credit_card,35033
3917,3249,credit_card,10000
3918,3250,credit_card,14101
3919,3250,credit_card,30119
3920,3251,credit_card,13109
3921,3252,gift_card,31285
3922,3253,gift_card,37634
3923,3254,credit_card,16916
3924,3255,gift_card,40140
3925,3256,credit_card,8876
3926,3257,credit_card,23058
3927,3258,credit_card,18992
3928,3259,credit_card,42779
3929,3260,credit_card,24130
3930,3261,credit_card,37456
3931,3262,gift_card,33686
3932,3263,bank_transfer,31291
3933,3264,credit_card,23335
3934,3265,gift_card,17092
3935,3266,credit_card,10694
3936,3267,credit_card,22832
3937,3268,bank_transfer,30356
3938,3269,credit_card,17049
3939,3270,credit_card,41831
3940,3271,bank_transfer,26350
3941,3272,credit_card,20842
3942,3273,bank_transfer,7155
3943,3274,coupon,0
3944,3274,credit_card,31929
3945,3275,credit_card,9614
3946,3276,credit_card,23054
3947,3277,credit_card,31612
3948,3277,gift_card,41219
3949,3278,bank_transfer,30171
3950,3279,bank_transfer,14793
3951,3280,credit_card,38576
3952,3281,credit_card,37657
3953,3282,coupon,0
3954,3282,bank_transfer,40274
3955,3283,credit_card,43504
3956,3284,bank_transfer,38270
3957,3285,credit_card,49089
3958,3286,credit_card,41608
3959,3287,credit_card,4318
3960,3288,credit_card,31428
3961,3289,bank_transfer,25558
3962,3290,credit_card,17987
3963,3291,bank_transfer,14084
3964,3292,gift_card,45742
3965,3293,credit_card,44229
3966,3294,credit_card,13138
3967,3295,gift_card,40616
3968,3296,bank_transfer,47305
3969,3297,bank_transfer,11632
3970,3298,bank_transfer,17800
3971,3299,bank_transfer,23955
3972,3300,bank_transfer,983
3973,3301,gift_card,38084
3974,3302,credit_card,32278
3975,3303,gift_card,16377
3976,3304,bank_transfer,13878
3977,3305,credit_card,44612
3978,3306,coupon,0
3979,3306,credit_card,9278
3980,3307,credit_card,33994
3981,3308,gift_card,38155
3982,3309,coupon,0
3983,3309,credit_card,14812
3984,3310,credit_card,39312
3985,3311,bank_transfer,19065
3986,3312,credit_card,5947
3987,3313,credit_card,5404
3988,3314,coupon,0
3989,3314,credit_card,48174
3990,3315,gift_card,19742
3991,3316,credit_card,33311
3992,3317,credit_card,2221
3993,3318,credit_card,12416
3994,3319,coupon,0
3995,3319,credit_card,12180
3996,3320,credit_card,25816
3997,3321,credit_card,15847
3998,3322,credit_card,24174
3999,3323,bank_transfer,37489
4000,3324,gift_card,33845
4001,3325,coupon,0
4002,3325,credit_card,5177
4003,3326,bank_transfer,5878
4004,3327,credit_card,16223
4005,3328,gift_card,17355
4006,3329,credit_card,23664
4007,3330,credit_card,16313
4008,3331,credit_card,28240
4009,3332,credit_card,19108
4010,3333,credit_card,45009
4011,3334,credit_card,9598
4012,3335,credit_card,16260
4013,3336,gift_card,47620
4014,3337,coupon,0
4015,3337,gift_card,30473
4016,3338,credit_card,40064
4017,3338,credit_card,49081
4018,3339,coupon,0
4019,3339,credit_card,11648
4020,3340,gift_card,20832
4021,3341,credit_card,22829
4022,3342,credit_card,15206
4023,3343,coupon,0
4024,3343,credit_card,5931
4025,3344,coupon,0
4026,3344,credit_card,4416
4027,3345,credit_card,28414
4028,3346,credit_card,34402
4029,3347,credit_card,7043
4030,3348,credit_card,12046
4031,3349,bank_transfer,35519
4032,3350,credit_card,26516
4033,3351,credit_card,17242
4034,3352,bank_transfer,11478
4035,3353,credit_card,10122
4036,3354,bank_transfer,12443
4037,3355,credit_card,2740
4038,3356,bank_transfer,18258
4039,3357,gift_card,28259
4040,3358,coupon,0
4041,3358,bank_transfer,35769
4042,3359,credit_card,27712
4043,3360,credit_card,11628
4044,3361,credit_card,21337
4045,3362,gift_card,8981
4046,3363,credit_card,30155
4047,3364,gift_card,26019
4048,3365,credit_card,31642
4049,3366,credit_card,37114
4050,3367,bank_transfer,2214
4051,3368,bank_transfer,24327
4052,3369,credit_card,9072
4053,3370,gift_card,35127
4054,3371,bank_transfer,35348
4055,3372,credit_card,23607
4056,3373,credit_card,11991
4057,3374,credit_card,19462
4058,3375,gift_card,7242
4059,3376,credit_card,2974
4060,3377,coupon,0
4061,3377,credit_card,46504
4062,3378,gift_card,5942
4063,3379,bank_transfer,1965
4064,3380,coupon,0
4065,3380,gift_card,36735
4066,3381,bank_transfer,2831
4067,3382,bank_transfer,31752
4068,3383,credit_card,45149
4069,3384,bank_transfer,43542
4070,3385,credit_card,4521
4071,3386,credit_card,10292
4072,3387,gift_card,45900
4073,3388,bank_transfer,33652
4074,3389,coupon,0
4075,3389,credit_card,27420
4076,3390,bank_transfer,42709
4077,3391,coupon,0
4078,3391,credit_card,1268
4079,3392,credit_card,15929
4080,3393,credit_card,33797
4081,3394,credit_card,1367
4082,3395,coupon,0
4083,3395,bank_transfer,20656
4084,3396,gift_card,28041
4085,3397,bank_transfer,883
4086,3398,credit_card,26994
4087,3399,credit_card,29950
4088,3400,bank_transfer,40799
4089,3401,credit_card,12695
4090,3402,coupon,0
4091,3402,bank_transfer,14003
4092,3403,credit_card,16648
4093,3404,credit_card,40186
4094,3404,gift_card,41195
4095,3405,credit_card,18081
4096,3406,bank_transfer,23807
4097,3407,credit_card,24163
4098,3408,coupon,0
4099,3408,credit_card,6877
4100,3409,gift_card,15810
4101,3410,bank_transfer,45477
4102,3411,credit_card,19369
4103,3412,gift_card,28705
4104,3412,credit_card,39366
4105,3413,credit_card,28268
4106,3414,gift_card,42294
4107,3415,credit_card,26679
4108,3416,credit_card,19674
4109,3417,gift_card,46418
4110,3418,credit_card,44627
4111,3419,bank_transfer,41216
4112,3420,coupon,0
4113,3420,bank_transfer,10276
4114,3421,coupon,0
4115,3421,credit_card,40537
4116,3422,gift_card,17323
4117,3423,gift_card,7311
4118,3424,credit_card,13400
4119,3425,credit_card,25478
4120,3426,coupon,0
4121,3426,credit_card,7849
4122,3427,gift_card,29917
4123,3428,coupon,0
4124,3428,bank_transfer,5125
4125,3429,bank_transfer,46157
4126,3430,credit_card,2556
4127,3431,gift_card,18974
4128,3432,credit_card,28005
4129,3433,credit_card,15638
4130,3434,bank_transfer,20270
4131,3435,bank_transfer,43265
4132,3436,credit_card,14967
4133,3437,credit_card,17055
4134,3438,credit_card,45404
4135,3439,credit_card,14142
4136,3440,credit_card,772
4137,3441,credit_card,13092
4138,3441,bank_transfer,21624
4139,3442,credit_card,15681
4140,3443,credit_card,39338
4141,3444,credit_card,2397
4142,3445,credit_card,39754
4143,3446,coupon,0
4144,3446,bank_transfer,42252
4145,3447,credit_card,14943
4146,3448,bank_transfer,7609
4147,3449,credit_card,32764
4148,3450,gift_card,38160
4149,3451,credit_card,42716
4150,3452,coupon,0
4151,3452,credit_card,43268
4152,3453,bank_transfer,39983
4153,3454,coupon,0
4154,3454,gift_card,7270
4155,3455,credit_card,29598
4156,3456,credit_card,18877
4157,3457,credit_card,45579
4158,3458,credit_card,18221
4159,3459,credit_card,31048
4160,3460,coupon,0
4161,3460,credit_card,17071
4162,3461,credit_card,48340
4163,3462,credit_card,5500
4164,3463,credit_card,15650
4165,3464,credit_card,47994
4166,3465,credit_card,12121
4167,3466,credit_card,7646
4168,3467,credit_card,46752
4169,3468,credit_card,8885
4170,3469,gift_card,11498
4171,3470,credit_card,22353
4172,3470,bank_transfer,17705
4173,3471,bank_transfer,41901
4174,3472,bank_transfer,31415
4175,3473,gift_card,32914
4176,3474,credit_card,39507
4177,3475,gift_card,29439
4178,3476,credit_card,43668
4179,3477,gift_card,46147
4180,3478,credit_card,21305
4181,3479,coupon,0
4182,3479,bank_transfer,13018
4183,3480,credit_card,37693
4184,3480,credit_card,8131
4185,3481,bank_transfer,32615
4186,3482,bank_transfer,40536
4187,3483,credit_card,19127
4188,3484,credit_card,24931
4189,3485,credit_card,35935
4190,3486,credit_card,24631
4191,3487,coupon,0
4192,3487,bank_transfer,31816
4193,3488,credit_card,4949
4194,3489,gift_card,2047
4195,3490,credit_card,27347
4196,3491,credit_card,36569
4197,3491,credit_card,7388
4198,3492,coupon,0
4199,3492,credit_card,12978
4200,3493,bank_transfer,37303
4201,3494,credit_card,29672
4202,3495,bank_transfer,30634
4203,3496,credit_card,29236
4204,3497,credit_card,27623
4205,3498,bank_transfer,24024
4206,3499,coupon,0
4207,3499,gift_card,46913
4208,3500,credit_card,16761
4209,3501,credit_card,34310
4210,3502,gift_card,9509
4211,3503,credit_card,33775
4212,3503,gift_card,2699
4213,3504,credit_card,23776
4214,3505,credit_card,25587
4215,3506,gift_card,39680
4216,3507,gift_card,15134
4217,3507,credit_card,27003
4218,3508,bank_transfer,18764
4219,3509,coupon,0
4220,3509,credit_card,41969
4221,3510,bank_transfer,21184
4222,3511,credit_card,17769
4223,3512,gift_card,20042
4224,3513,credit_card,43978
4225,3514,credit_card,37821
4226,3515,credit_card,42346
4227,3516,credit_card,34082
