id,customer_id,amount,status,ordered_at
2708,847,16.2,completed,2023-03-30
2709,848,3.5,completed,2022-02-11
2710,849,42.19,pending,2025-11-25
2711,849,15.4,completed,2022-03-20
2712,849,17.3,cancelled,2024-05-31
2713,850,20.07,completed,2022-07-16
2714,850,9.05,completed,2021-02-15
2715,850,37.5,completed,2022-10-06
2716,850,37.25,completed,2020-09-08
2717,850,32.85,completed,2022-07-25
2718,851,12.1,completed,2025-05-02
2719,851,87.3,cancelled,2023-02-05
2720,851,6.4,completed,2022-01-31
2721,851,58.79,completed,2023-04-10
2722,851,16.92,completed,2022-06-23
2723,853,56.6,cancelled,2022-11-19
2724,853,18.45,pending,2021-04-03
2725,853,15.48,completed,2022-03-25
2726,854,21.7,completed,2025-09-04
2727,854,70.19,pending,2020-09-16
2728,854,33.75,completed,2023-05-15
2729,855,10.9,completed,2023-07-05
2730,855,9.1,cancelled,2020-07-28
2731,855,15.15,completed,2023-03-10
2732,855,25.8,completed,2022-11-29
2733,856,50.4,pending,2023-04-14
2734,856,27.4,completed,2023-10-08
2735,857,18.45,completed,2025-06-06
2736,858,75.01,completed,2023-06-04
2737,858,10.33,completed,2025-02-19
2738,858,6.2,cancelled,2022-01-01
2739,858,44.34,completed,2023-03-24
2740,858,3.65,completed,2023-04-23
2741,860,18.05,completed,2021-05-15
2742,860,87.28,completed,2021-04-06
2743,860,51.89,completed,2024-06-24
2744,860,5.4,completed,2025-04-22
2745,861,27.59,completed,2023-02-19
2746,861,48.84,completed,2020-05-08
2747,861,8.33,pending,2024-12-07
2748,862,118.9,completed,2024-04-23
2749,862,32.58,cancelled,2024-10-31
2750,862,50.54,completed,2022-05-30
2751,862,17.4,completed,2023-10-18
2752,863,64.8,cancelled,2020-02-04
2753,863,73.75,completed,2021-06-07
2754,863,5.45,completed,2023-12-09
2755,863,40.6,cancelled,2023-10-02
2756,863,88.98,pending,2022-01-20
2757,864,11.6,completed,2022-04-24
2758,864,35.9,completed,2025-06-19
2759,864,10.21,completed,2022-06-12
2760,864,4.1,completed,2024-01-09
2761,864,26.74,completed,2024-01-23
2762,865,24.95,pending,2020-05-10
2763,865,72.69,completed,2021-01-24
2764,865,6.6,pending,2021-04-24
2765,866,3.2,completed,2025-07-02
2766,867,9.15,completed,2022-03-14
2767,867,8.32,completed,2023-04-19
2768,868,148.46,completed,2021-05-24
2769,868,7.95,completed,2023-10-23
2770,868,5.89,completed,2023-06-19
2771,868,23.4,completed,2025-07-22
2772,868,33.01,pending,2025-05-02
2773,869,15.2,cancelled,2022-08-04
2774,870,5.15,completed,2022-06-02
2775,870,45.3,completed,2025-10-04
2776,871,40.75,completed,2020-08-19
2777,871,54.64,cancelled,2023-02-15
2778,871,4.45,completed,2021-12-14
2779,871,88.64,completed,2021-10-13
2780,872,36.6,completed,2024-10-04
2781,872,32.7,pending,2022-03-26
2782,872,4.71,completed,2022-04-07
2783,872,9.1,pending,2024-10-29
2784,873,34.8,completed,2021-08-01
2785,874,14.7,completed,2025-12-25
2786,874,5.95,completed,2025-05-02
2787,874,29.87,completed,2021-09-19
2788,874,46.0,completed,2025-04-17
2789,874,9.4,completed,2021-02-25
2790,874,6.4,completed,2024-06-14
2791,875,6.95,pending,2020-07-12
2792,875,51.05,completed,2024-12-05
2793,875,38.25,pending,2023-12-19
2794,875,40.33,completed,2024-04-21
2795,876,25.56,completed,2021-06-10
2796,876,67.78,cancelled,2023-07-09
2797,876,50.64,cancelled,2024-06-09
2798,877,56.2,completed,2023-02-01
2799,877,72.45,completed,2024-09-17
2800,877,36.3,completed,2022-08-27
2801,878,10.7,pending,2020-12-09
2802,878,14.72,completed,2024-04-11
2803,879,5.55,pending,2023-07-25
2804,879,81.6,completed,2020-04-26
2805,879,12.82,completed,2021-05-27
2806,879,31.0,completed,2020-06-18
2807,880,13.3,completed,2020-02-10
2808,880,76.25,pending,2024-08-01
2809,880,52.5,completed,2022-08-03
2810,881,13.4,pending,2023-08-25
2811,881,20.88,pending,2021-08-15
2812,881,14.35,completed,2020-12-30
2813,881,79.56,completed,2023-12-21
2814,882,21.0,completed,2020-09-10
2815,882,56.65,pending,2022-09-11
2816,882,38.68,pending,2025-10-12
2817,883,3.1,completed,2023-04-06
2818,883,19.46,completed,2023-08-09
2819,883,7.45,cancelled,2023-06-15
2820,883,31.04,cancelled,2022-03-25
2821,883,21.29,completed,2025-03-16
2822,883,36.6,completed,2023-10-12
2823,883,8.1,pending,2025-01-20
2824,884,33.05,completed,2023-04-06
2825,884,14.0,completed,2023-04-17
2826,884,13.4,pending,2023-11-19
2827,884,20.87,pending,2025-08-15
2828,885,24.7,completed,2022-04-01
2829,885,15.25,pending,2024-02-11
2830,886,32.85,pending,2022-09-19
2831,886,7.8,pending,2022-03-17
2832,888,89.95,completed,2025-09-02
2833,888,84.43,pending,2024-07-12
2834,888,40.35,pending,2025-01-30
2835,889,19.08,completed,2023-10-10
2836,889,25.75,completed,2024-04-12
2837,889,59.2,completed,2020-07-01
2838,889,23.86,cancelled,2024-01-02
2839,889,43.35,completed,2024-01-18
2840,889,21.52,pending,2024-10-13
2841,889,16.7,completed,2020-07-12
2842,889,35.4,completed,2024-08-05
2843,890,54.9,pending,2022-05-06
2844,890,12.6,completed,2022-11-09
2845,890,13.3,completed,2021-03-15
2846,891,26.15,completed,2022-01-09
2847,891,24.15,completed,2020-02-27
2848,891,19.0,completed,2022-11-30
2849,891,23.4,completed,2024-11-20
2850,892,39.4,completed,2022-05-11
2851,892,33.45,completed,2024-05-07
2852,892,5.95,completed,2020-01-22
2853,893,5.95,completed,2021-09-28
2854,893,19.47,completed,2025-10-04
2855,893,11.0,completed,2024-05-06
2856,893,10.65,completed,2025-12-15
2857,893,5.27,pending,2021-05-13
2858,894,10.25,pending,2021-08-17
2859,894,5.85,completed,2021-01-24
2860,894,44.2,completed,2022-06-21
2861,895,9.3,pending,2025-12-28
2862,895,94.43,completed,2021-06-10
2863,895,102.4,completed,2023-09-23
2864,897,4.1,cancelled,2025-03-21
2865,897,77.55,pending,2025-02-13
2866,897,11.5,completed,2020-02-02
2867,897,76.38,completed,2020-05-11
2868,897,38.95,cancelled,2024-10-31
2869,898,17.94,completed,2023-08-01
2870,898,45.75,pending,2021-05-31
2871,898,34.17,completed,2023-06-08
2872,898,9.8,completed,2020-12-20
2873,899,26.4,completed,2022-07-09
2874,899,22.1,completed,2021-03-15
2875,900,47.9,cancelled,2024-07-11
2876,900,84.0,pending,2023-10-12
2877,900,26.05,pending,2020-11-25
2878,900,3.05,completed,2025-06-26
2879,900,24.1,completed,2022-04-24
2880,900,11.65,completed,2025-03-02
2881,901,37.35,completed,2021-04-18
2882,901,75.25,completed,2021-07-17
2883,901,34.24,pending,2025-06-25
2884,901,33.7,completed,2024-10-13
2885,901,13.32,pending,2023-11-12
2886,901,13.73,completed,2022-10-08
2887,902,15.44,completed,2024-02-24
2888,902,48.51,completed,2025-10-25
2889,902,5.35,pending,2023-08-05
2890,902,29.28,completed,2024-10-02
2891,902,61.43,completed,2023-10-14
2892,902,6.96,completed,2022-05-28
2893,902,24.7,completed,2025-02-09
2894,903,40.75,completed,2023-09-12
2895,903,14.2,completed,2022-03-06
2896,904,82.2,completed,2022-03-10
2897,904,13.75,completed,2022-08-17
2898,904,6.45,pending,2020-04-06
2899,905,53.45,completed,2020-02-20
2900,905,42.45,pending,2023-06-28
2901,906,45.15,completed,2025-08-30
2902,906,60.5,completed,2024-12-31
2903,906,54.79,completed,2023-04-26
2904,906,18.0,completed,2023-07-15
2905,906,15.2,completed,2022-11-02
2906,906,20.1,completed,2021-04-15
2907,906,39.0,completed,2025-06-23
2908,906,63.05,completed,2021-12-25
2909,907,43.7,completed,2023-09-13
2910,908,14.8,completed,2025-06-28
2911,908,19.3,cancelled,2023-02-18
2912,908,22.2,pending,2023-12-10
2913,908,25.5,completed,2020-09-23
2914,908,58.25,completed,2022-05-01
2915,908,40.85,completed,2024-04-02
2916,909,41.92,completed,2024-08-30
2917,909,64.5,completed,2024-09-08
2918,909,54.8,completed,2024-10-22
2919,910,46.25,completed,2025-07-01
2920,910,7.6,pending,2023-04-15
2921,910,30.7,completed,2025-07-08
2922,910,18.0,completed,2023-06-15
2923,911,51.1,completed,2022-09-03
2924,912,68.5,completed,2022-10-16
2925,912,4.03,completed,2020-12-23
2926,912,45.6,completed,2024-02-18
2927,912,40.32,pending,2021-07-08
2928,913,13.9,pending,2024-12-29
2929,913,20.14,completed,2024-04-15
2930,913,3.45,completed,2021-10-05
2931,913,18.05,cancelled,2020-06-23
2932,914,3.44,pending,2020-07-20
2933,914,18.0,pending,2022-08-12
2934,914,13.4,completed,2024-03-19
2935,914,6.65,completed,2025-06-17
2936,914,28.75,completed,2023-06-29
2937,915,22.0,completed,2022-10-28
2938,915,24.32,completed,2025-04-05
2939,915,9.1,cancelled,2021-04-03
2940,915,114.0,completed,2020-08-13
2941,915,42.89,cancelled,2022-06-11
2942,916,27.0,cancelled,2020-05-24
2943,916,28.2,completed,2022-10-02
2944,916,21.09,completed,2025-09-24
2945,916,6.7,completed,2021-04-09
2946,917,50.9,completed,2021-07-07
2947,917,85.4,pending,2020-08-05
2948,917,20.9,completed,2020-02-14
2949,917,38.33,completed,2024-06-04
2950,917,60.9,completed,2024-11-19
2951,917,26.7,pending,2021-01-30
2952,918,10.7,completed,2022-12-28
2953,918,13.75,completed,2025-09-12
2954,918,35.7,completed,2025-03-27
2955,918,4.67,completed,2025-09-28
2956,918,35.9,cancelled,2023-12-03
2957,919,21.04,completed,2025-07-06
2958,919,4.3,completed,2023-12-27
2959,919,3.75,completed,2025-05-08
2960,919,5.85,completed,2023-04-12
2961,919,11.0,pending,2020-12-20
2962,920,34.4,cancelled,2023-04-18
2963,920,4.1,completed,2020-08-09
2964,920,3.3,cancelled,2021-12-25
2965,921,4.75,completed,2023-12-22
2966,921,7.35,completed,2022-04-16
2967,921,19.9,cancelled,2025-07-13
2968,921,62.35,completed,2024-06-17
2969,922,66.3,pending,2025-11-21
2970,922,3.8,completed,2020-03-13
2971,922,23.65,completed,2022-02-06
2972,923,89.32,cancelled,2023-09-17
2973,923,19.66,completed,2022-07-24
2974,923,3.6,cancelled,2023-07-21
2975,923,86.27,cancelled,2022-12-07
2976,923,10.05,completed,2023-01-21
2977,923,4.95,pending,2020-06-10
2978,924,11.0,cancelled,2024-03-11
2979,924,15.05,pending,2022-07-02
2980,924,17.95,completed,2021-12-29
2981,924,14.7,pending,2023-03-02
2982,925,32.52,completed,2020-08-05
2983,925,9.55,completed,2024-09-06
2984,925,20.74,pending,2020-10-16
2985,925,55.1,cancelled,2023-01-12
2986,926,19.17,cancelled,2021-11-05
2987,926,44.98,pending,2025-05-11
2988,926,12.7,completed,2023-07-23
2989,926,30.0,completed,2024-10-03
2990,927,15.25,completed,2021-08-10
2991,927,4.7,completed,2025-01-11
2992,927,48.6,completed,2024-03-23
2993,928,54.68,cancelled,2022-03-14
2994,928,5.8,completed,2023-08-07
2995,929,14.25,completed,2023-02-23
2996,929,12.06,pending,2021-05-08
2997,929,66.85,completed,2022-03-19
2998,930,26.32,cancelled,2022-02-22
2999,930,11.07,completed,2023-05-30
3000,930,21.7,completed,2024-01-25
3001,930,15.38,completed,2020-09-28
3002,930,75.33,completed,2020-07-25
3003,930,17.1,completed,2023-09-20
3004,931,65.0,completed,2020-07-14
3005,931,14.6,cancelled,2020-04-30
3006,931,48.02,pending,2023-02-19
3007,932,3.3,completed,2020-05-11
3008,933,3.1,pending,2022-01-20
3009,933,5.3,pending,2025-07-03
3010,934,17.7,completed,2022-04-17
3011,934,12.5,completed,2021-09-02
3012,934,5.95,completed,2023-04-12
3013,934,108.05,pending,2024-12-06
3014,935,17.75,completed,2025-05-29
3015,936,17.0,completed,2020-11-02
3016,936,11.15,pending,2025-04-05
3017,936,7.85,completed,2023-04-20
3018,936,10.5,pending,2021-12-28
3019,936,55.86,completed,2021-02-28
3020,937,74.91,completed,2022-12-31
3021,937,14.45,completed,2021-06-30
3022,937,30.05,completed,2023-10-27
3023,938,7.5,cancelled,2023-10-12
3024,938,3.45,cancelled,2025-07-01
3025,938,73.73,completed,2024-09-23
3026,938,99.4,completed,2022-07-10
3027,938,5.22,completed,2020-09-04
3028,939,36.0,pending,2023-01-29
3029,939,7.8,completed,2020-11-24
3030,939,82.11,completed,2024-09-15
3031,939,131.1,completed,2023-07-30
3032,940,32.0,completed,2021-12-04
3033,941,14.9,completed,2025-06-06
3034,941,55.4,completed,2024-10-03
3035,941,5.4,completed,2025-12-16
3036,942,20.44,completed,2025-09-09
3037,942,24.0,completed,2022-05-27
3038,942,26.4,completed,2024-03-03
3039,942,8.5,completed,2025-01-11
3040,942,53.78,completed,2025-03-11
3041,942,76.95,completed,2020-09-26
3042,943,31.94,completed,2022-03-09
3043,943,8.0,pending,2020-12-19
3044,943,5.8,completed,2025-05-13
3045,945,24.7,cancelled,2020-02-16
3046,945,61.56,completed,2021-12-02
3047,945,26.85,completed,2024-10-02
3048,945,6.57,pending,2023-02-07
3049,945,30.2,completed,2022-01-19
3050,946,4.3,cancelled,2023-04-03
3051,946,5.55,cancelled,2020-01-01
3052,946,48.96,completed,2020-02-13
3053,947,37.24,completed,2025-08-12
3054,947,5.27,completed,2020-06-12
3055,948,54.77,pending,2023-03-20
3056,948,27.0,completed,2023-10-26
3057,948,8.23,pending,2023-06-13
3058,949,55.25,completed,2024-08-25
3059,949,37.2,completed,2023-05-30
3060,949,20.15,completed,2025-09-24
3061,949,22.6,completed,2023-01-18
3062,950,75.3,completed,2021-12-31
3063,950,13.25,completed,2021-08-01
3064,950,6.15,completed,2024-07-07
3065,950,6.1,completed,2020-04-14
3066,951,52.86,completed,2024-02-12
3067,951,68.85,completed,2025-07-04
3068,951,69.46,completed,2023-03-21
3069,951,3.75,completed,2024-05-02
3070,952,16.35,completed,2021-08-10
3071,952,20.65,completed,2024-09-10
3072,952,112.2,completed,2020-03-14
3073,952,54.17,cancelled,2021-04-02
3074,952,3.2,completed,2021-09-06
3075,953,19.71,cancelled,2024-02-27
3076,953,9.53,completed,2020-11-07
3077,954,75.4,completed,2023-06-07
3078,955,17.72,completed,2024-03-09
3079,955,37.18,pending,2020-01-13
3080,955,79.2,completed,2023-07-15
3081,955,41.96,completed,2024-12-21
3082,956,3.45,completed,2021-09-09
3083,956,4.25,completed,2024-10-02
3084,957,5.0,completed,2022-11-03
3085,957,32.32,completed,2024-10-21
3086,957,9.15,completed,2021-09-15
3087,958,5.15,cancelled,2020-08-31
3088,958,11.15,completed,2020-10-14
3089,958,13.3,completed,2021-08-14
3090,958,44.7,completed,2025-11-22
3091,958,35.9,pending,2025-12-03
3092,959,30.7,completed,2021-04-08
3093,959,10.8,completed,2022-09-07
3094,959,6.9,completed,2024-05-12
3095,959,34.78,completed,2022-09-28
3096,960,8.0,pending,2022-07-05
3097,960,4.25,pending,2022-04-11
3098,960,14.75,completed,2022-03-12
3099,960,28.0,pending,2025-11-28
3100,961,4.55,completed,2025-09-29
3101,961,15.2,completed,2024-06-20
3102,961,5.8,completed,2025-12-08
3103,962,9.52,completed,2025-01-06
3104,963,82.35,pending,2024-11-11
3105,963,6.2,cancelled,2021-02-23
3106,964,9.25,completed,2022-01-09
3107,964,33.85,pending,2022-10-18
3108,964,19.93,completed,2025-07-04
3109,964,55.4,pending,2022-08-23
3110,964,21.7,completed,2025-07-02
3111,964,4.3,completed,2024-01-14
3112,965,29.4,completed,2025-11-11
3113,967,16.2,completed,2024-07-12
3114,967,39.35,completed,2022-03-17
3115,967,6.2,cancelled,2023-03-31
3116,967,111.56,completed,2023-12-08
3117,967,21.0,completed,2024-06-04
3118,967,20.1,completed,2021-09-23
3119,968,25.22,completed,2022-01-28
3120,968,21.5,completed,2020-08-19
3121,968,8.88,completed,2024-12-08
3122,969,23.6,cancelled,2024-08-19
3123,969,60.9,cancelled,2022-07-26
3124,969,37.53,pending,2025-05-28
3125,970,60.25,cancelled,2020-07-04
3126,971,4.81,completed,2022-12-20
3127,971,91.9,cancelled,2025-08-15
3128,971,27.25,cancelled,2022-07-21
3129,972,25.95,completed,2025-06-13
3130,972,37.4,completed,2024-10-04
3131,973,80.8,completed,2024-05-07
3132,973,19.53,completed,2022-08-22
3133,974,10.8,completed,2025-04-18
3134,974,15.0,completed,2024-05-14
3135,975,30.2,completed,2023-01-26
3136,975,11.8,pending,2021-03-30
3137,975,52.06,completed,2024-08-01
3138,976,26.4,completed,2021-08-01
3139,976,4.22,completed,2020-03-28
3140,976,22.3,completed,2024-02-01
3141,976,58.4,cancelled,2022-01-17
3142,977,40.6,completed,2022-04-15
3143,977,12.77,completed,2023-11-27
3144,978,88.94,completed,2024-06-13
3145,978,52.1,completed,2025-11-13
3146,978,13.85,completed,2020-02-16
3147,979,23.8,completed,2023-05-09
3148,979,55.3,pending,2025-09-12
3149,979,50.3,completed,2023-12-24
3150,980,37.8,pending,2020-02-03
3151,980,84.35,completed,2025-09-23
3152,980,27.0,completed,2021-10-21
3153,981,23.15,cancelled,2023-07-06
3154,981,3.45,completed,2023-08-31
3155,981,11.05,completed,2022-12-30
3156,981,64.25,completed,2023-06-25
3157,982,50.4,completed,2022-07-04
3158,982,7.25,completed,2025-06-20
3159,982,38.75,completed,2022-07-13
3160,983,19.15,cancelled,2023-08-10
3161,983,6.65,completed,2024-04-12
3162,983,15.2,pending,2024-05-23
3163,983,26.46,completed,2020-09-08
3164,983,21.42,completed,2024-12-26
3165,984,8.64,completed,2021-08-02
3166,984,19.43,completed,2023-06-13
3167,984,6.2,pending,2024-03-31
3168,985,76.3,completed,2023-08-19
3169,985,47.68,cancelled,2022-08-28
3170,985,12.75,cancelled,2020-02-12
3171,985,12.7,completed,2020-02-15
3172,986,6.2,pending,2020-09-02
3173,987,14.9,completed,2024-09-14
3174,987,23.85,pending,2025-04-10
3175,987,3.8,pending,2024-11-24
3176,987,34.2,completed,2022-09-23
3177,987,29.16,pending,2020-06-07
3178,988,37.95,completed,2024-01-07
3179,988,40.9,completed,2024-03-25
3180,988,9.95,completed,2020-02-10
3181,988,65.85,completed,2024-11-16
3182,988,95.18,completed,2020-10-15
3183,989,54.21,cancelled,2020-06-02
3184,989,5.8,completed,2020-01-27
3185,990,24.76,completed,2020-11-27
3186,991,14.8,completed,2023-11-19
3187,991,9.1,cancelled,2022-06-16
3188,991,7.85,pending,2021-10-04
3189,991,4.16,pending,2022-11-24
3190,991,16.74,completed,2023-12-28
3191,991,27.21,cancelled,2023-10-19
3192,991,8.85,completed,2022-01-13
3193,992,82.2,completed,2023-06-20
3194,993,26.26,completed,2024-03-10
3195,993,28.3,completed,2025-01-05
3196,994,16.05,completed,2022-05-04
3197,994,32.2,cancelled,2022-09-03
3198,994,28.25,completed,2023-07-21
3199,995,18.68,completed,2020-06-19
3200,995,3.75,completed,2023-12-01
3201,995,59.3,pending,2024-11-18
3202,996,24.06,pending,2020-02-23
3203,996,18.4,pending,2022-05-04
3204,996,24.7,completed,2021-04-03
3205,997,73.0,completed,2021-07-28
3206,997,75.3,completed,2025-06-08
3207,997,19.9,completed,2025-08-20
3208,997,19.38,completed,2020-09-18
3209,998,31.0,completed,2020-04-11
3210,998,12.0,completed,2022-07-27
3211,998,16.0,pending,2021-08-18
3212,999,27.5,completed,2024-12-10
3213,1000,50.1,pending,2024-06-12
3214,1000,31.95,completed,2022-08-18
3215,1000,15.7,completed,2022-02-05
3216,1000,56.79,completed,2020-08-19
3217,1000,5.04,completed,2020-11-02
3218,1001,35.6,completed,2024-04-19
3219,1001,26.05,pending,2022-02-16
3220,1001,5.4,pending,2021-01-28
3221,1002,5.45,completed,2022-12-11
3222,1003,45.95,completed,2025-12-03
3223,1003,18.7,completed,2023-08-28
3224,1003,20.65,completed,2020-10-05
3225,1003,75.65,completed,2023-01-18
3226,1004,5.8,completed,2022-09-17
3227,1004,4.4,completed,2024-10-18
3228,1005,20.75,completed,2020-10-11
3229,1005,37.4,completed,2022-02-03
3230,1005,15.37,cancelled,2020-07-29
3231,1006,4.29,completed,2025-09-21
3232,1006,6.95,completed,2025-12-08
3233,1006,9.4,completed,2023-10-09
3234,1006,10.75,completed,2021-09-19
3235,1007,13.64,pending,2020-07-12
3236,1007,18.7,pending,2024-05-26
3237,1008,83.89,completed,2023-06-18
3238,1008,39.98,completed,2024-05-21
3239,1008,33.85,pending,2024-01-17
3240,1008,65.43,completed,2021-02-02
3241,1008,35.25,completed,2022-06-24
3242,1008,20.95,cancelled,2020-08-03
3243,1008,6.4,completed,2024-03-15
3244,1008,4.75,pending,2024-11-07
3245,1009,30.65,pending,2024-01-14
3246,1009,7.45,completed,2023-11-30
3247,1009,18.6,completed,2025-09-25
3248,1009,43.4,pending,2024-03-06
3249,1009,71.0,completed,2024-10-19
3250,1010,40.02,completed,2022-05-21
3251,1010,15.9,pending,2025-05-04
3252,1011,5.9,cancelled,2021-01-29
3253,1011,67.5,cancelled,2023-06-17
3254,1011,43.95,completed,2022-07-13
3255,1012,11.2,pending,2020-06-19
3256,1012,12.5,pending,2023-08-26
3257,1012,48.33,pending,2020-12-04
3258,1013,25.57,pending,2024-05-06
3259,1013,46.95,pending,2020-03-15
3260,1013,14.05,completed,2020-04-20
3261,1013,43.65,completed,2024-09-26
3262,1014,40.0,completed,2020-10-18
3263,1014,4.65,cancelled,2023-06-17
3264,1014,17.7,completed,2022-07-22
3265,1014,57.42,completed,2021-02-16
3266,1014,64.45,completed,2020-07-20
3267,1014,29.8,completed,2024-09-02
3268,1015,33.8,completed,2025-06-09
3269,1015,15.5,completed,2021-03-22
3270,1015,17.5,pending,2022-10-18
3271,1015,15.75,completed,2022-09-23
3272,1016,12.4,completed,2021-10-27
3273,1017,21.45,completed,2020-02-23
3274,1017,25.5,completed,2024-04-29
3275,1018,14.45,completed,2022-01-10
3276,1018,47.8,completed,2022-12-18
3277,1019,14.35,pending,2024-09-03
3278,1019,12.35,completed,2024-05-27
3279,1019,25.35,completed,2025-12-16
3280,1019,22.0,completed,2023-09-28
3281,1020,40.88,completed,2020-07-22
3282,1020,26.64,pending,2023-12-03
3283,1020,44.59,cancelled,2022-05-31
3284,1020,4.9,completed,2023-09-03
3285,1020,56.7,completed,2024-03-05
3286,1020,117.25,pending,2020-08-05
3287,1021,40.45,pending,2023-01-09
3288,1021,29.43,completed,2023-09-26
3289,1021,35.62,completed,2021-03-12
3290,1021,56.82,completed,2020-07-21
3291,1021,30.9,cancelled,2025-02-02
3292,1021,30.4,completed,2023-01-26
3293,1022,65.1,pending,2021-03-12
3294,1022,17.81,pending,2025-12-12
3295,1022,57.5,cancelled,2021-04-13
3296,1022,11.4,completed,2021-04-12
3297,1023,88.7,completed,2024-07-22
3298,1023,7.6,completed,2023-10-29
3299,1023,18.1,completed,2025-02-03
3300,1023,9.45,completed,2020-01-16
3301,1023,31.4,pending,2024-07-23
3302,1023,39.65,cancelled,2024-08-26
3303,1023,50.15,pending,2024-06-08
3304,1024,18.7,completed,2024-01-22
3305,1024,55.2,completed,2023-07-08
3306,1024,13.4,completed,2022-08-20
3307,1025,54.32,completed,2024-06-22
3308,1025,39.24,completed,2025-07-25
3309,1025,38.4,completed,2024-01-16
3310,1025,11.8,completed,2023-12-13
3311,1026,4.4,completed,2022-07-25
3312,1026,9.2,completed,2021-06-27
3313,1026,19.7,completed,2021-02-22
3314,1026,79.65,pending,2022-01-11
3315,1027,48.83,completed,2023-01-08
3316,1027,9.3,completed,2023-06-22
3317,1028,18.5,completed,2024-05-24
3318,1028,3.75,completed,2024-04-25
3319,1028,19.25,pending,2025-10-17
3320,1028,31.27,completed,2022-06-11
3321,1029,8.65,completed,2020-09-01
3322,1029,11.2,completed,2022-04-26
3323,1029,46.75,completed,2024-01-17
3324,1029,72.1,completed,2022-03-28
3325,1030,53.55,cancelled,2023-11-16
3326,1031,60.67,pending,2024-12-24
3327,1031,71.69,pending,2021-11-02
3328,1031,23.5,completed,2023-03-31
3329,1032,20.48,completed,2025-02-11
3330,1032,25.85,cancelled,2022-02-23
3331,1032,12.5,completed,2021-12-20
3332,1033,11.75,completed,2021-03-27
3333,1033,16.35,completed,2024-04-06
3334,1034,20.6,completed,2024-07-26
3335,1035,30.05,pending,2023-11-19
3336,1035,25.4,completed,2023-10-29
3337,1035,34.53,completed,2025-11-10
3338,1036,15.47,cancelled,2023-01-24
3339,1036,62.9,completed,2021-05-07
3340,1036,32.75,completed,2023-07-10
3341,1036,27.23,completed,2025-07-22
3342,1036,29.3,completed,2025-12-01
3343,1036,25.96,completed,2025-01-04
3344,1036,10.88,completed,2025-01-23
3345,1036,31.65,completed,2025-05-06
3346,1037,5.9,completed,2021-03-03
3347,1037,2.72,pending,2023-11-23
3348,1038,16.4,completed,2020-08-15
3349,1038,13.95,completed,2025-09-06
3350,1038,12.6,pending,2023-03-30
3351,1039,30.2,completed,2020-12-19
3352,1039,70.5,completed,2023-07-19
3353,1040,54.25,completed,2021-05-31
3354,1040,7.95,completed,2024-02-20
3355,1041,56.31,completed,2024-11-04
3356,1041,114.3,completed,2022-10-25
3357,1041,29.2,completed,2024-10-10
3358,1041,31.2,pending,2020-12-22
3359,1041,35.9,completed,2020-07-15
3360,1041,5.05,pending,2024-04-08
3361,1042,8.84,cancelled,2023-05-31
3362,1042,5.95,completed,2022-05-19
3363,1043,59.16,completed,2023-12-02
3364,1043,108.65,pending,2020-03-23
3365,1043,20.14,completed,2024-01-12
3366,1043,19.0,completed,2021-01-26
3367,1043,13.6,completed,2021-03-23
3368,1043,19.9,completed,2023-05-08
3369,1043,36.3,cancelled,2023-12-07
3370,1043,53.96,pending,2022-07-22
3371,1044,14.25,completed,2025-10-21
3372,1044,5.7,completed,2020-12-29
3373,1045,45.08,completed,2025-07-05
3374,1045,13.85,completed,2020-03-04
3375,1046,58.8,completed,2024-03-13
3376,1046,29.15,completed,2021-02-22
3377,1046,12.16,completed,2023-05-10
3378,1046,19.0,cancelled,2021-02-20
3379,1047,6.55,completed,2023-02-19
3380,1047,71.32,completed,2024-01-11
3381,1048,94.15,pending,2025-06-15
3382,1048,42.81,pending,2024-04-20
3383,1049,9.35,cancelled,2025-03-27
3384,1049,21.3,completed,2024-06-02
3385,1049,91.7,completed,2020-11-15
3386,1050,61.32,completed,2025-12-31
3387,1050,28.7,completed,2025-11-01
3388,1050,15.95,completed,2020-10-07
3389,1050,11.6,completed,2023-06-27
3390,1050,49.4,completed,2025-04-02
3391,1051,6.11,cancelled,2020-04-05
3392,1051,60.7,pending,2020-05-08
3393,1051,59.4,completed,2020-03-12
3394,1051,91.85,pending,2024-04-26
3395,1052,10.0,completed,2022-08-25
3396,1052,34.13,completed,2020-01-29
3397,1053,27.25,completed,2024-01-04
3398,1053,26.04,pending,2021-05-24
3399,1053,3.85,completed,2020-07-13
3400,1054,4.63,pending,2025-05-17
3401,1054,47.3,completed,2020-08-04
3402,1054,12.89,completed,2025-07-12
3403,1055,99.05,completed,2021-07-22
3404,1055,96.02,pending,2025-02-14
3405,1055,40.2,completed,2022-04-26
3406,1055,28.7,pending,2022-06-28
3407,1056,14.9,completed,2023-08-20
3408,1056,29.65,completed,2022-04-30
3409,1056,3.37,completed,2024-04-29
3410,1056,10.4,pending,2023-09-21
3411,1056,12.51,completed,2022-12-02
3412,1057,58.56,completed,2023-09-02
3413,1057,64.45,pending,2021-11-03
3414,1057,89.5,completed,2024-02-08
3415,1058,69.97,completed,2023-11-09
3416,1058,20.65,pending,2025-04-01
3417,1059,64.85,pending,2024-02-21
3418,1059,54.69,completed,2023-11-21
3419,1059,27.15,pending,2024-11-14
3420,1059,34.3,completed,2024-09-19
3421,1059,21.45,completed,2024-04-04
3422,1060,55.9,pending,2025-02-20
3423,1060,33.5,completed,2022-11-11
