id,product_id,customer_id,rating,review_text,reviewed_at
2250,100,460,4,"Solid flavour, great portion size.",2021-01-27
2251,6,1534,1,Not what I expected from the photos.,2023-08-19
2252,212,8704,5,Reliable as always — never disappoints.,2020-06-06
2253,182,11861,4,"Best lunch in town, no contest.",2025-07-26
2254,278,1675,4,Fresh ingredients and prompt service.,2023-09-25
2255,125,5450,5,Five stars all around.,2023-03-12
2256,49,14365,5,"Best lunch in town, no contest.",2020-04-27
2257,122,9089,4,Fresh ingredients and prompt service.,2023-05-13
2258,46,6732,5,Absolutely loved this. Will order again.,2021-12-29
2259,136,14382,5,Fresh ingredients and prompt service.,2023-02-24
2260,96,3583,3,Fine for a quick bite.,2022-04-09
2261,71,13047,5,Absolutely loved this. Will order again.,2023-11-22
2262,133,14230,4,Fresh ingredients and prompt service.,2022-01-25
2263,284,2037,2,Disappointing portion for the price.,2024-08-01
2264,40,11461,1,Disappointing portion for the price.,2021-04-03
2265,28,3593,3,"Standard fare, fairly priced.",2022-06-21
2266,16,4767,5,Fresh ingredients and prompt service.,2020-01-30
2267,157,8023,3,Fine for a quick bite.,2020-05-06
2268,141,1610,4,Fresh ingredients and prompt service.,2023-03-15
2269,265,3876,5,"Best lunch in town, no contest.",2022-02-18
2270,228,14183,3,Fine for a quick bite.,2023-11-10
2271,194,9577,3,Fine for a quick bite.,2020-10-05
2272,52,7787,2,Disappointing portion for the price.,2021-12-01
2273,35,5267,5,"Came with my team, everyone was happy.",2021-12-30
2274,228,5218,2,Skipped my dietary request.,2021-06-28
2275,173,9943,5,"Came with my team, everyone was happy.",2022-10-30
2276,145,8011,4,Fresh ingredients and prompt service.,2024-01-01
2277,217,2194,5,Fresh ingredients and prompt service.,2023-11-05
2278,126,5602,1,Cold by the time it arrived.,2020-12-09
2279,98,8328,5,Reliable as always — never disappoints.,2024-09-20
2280,238,14820,4,Absolutely loved this. Will order again.,2021-11-22
2281,53,14238,5,"Solid flavour, great portion size.",2025-12-07
2282,92,13982,3,Fine for a quick bite.,2020-01-16
2283,47,3648,3,Fine for a quick bite.,2022-02-14
2284,133,11321,4,Reliable as always — never disappoints.,2025-05-06
2285,244,8984,5,Fresh ingredients and prompt service.,2025-07-17
2286,158,14328,5,Absolutely loved this. Will order again.,2020-01-23
2287,138,2414,3,"Standard fare, fairly priced.",2022-11-23
2288,228,8709,5,Reliable as always — never disappoints.,2022-11-08
2289,295,575,5,Fresh ingredients and prompt service.,2020-03-10
2290,136,2892,5,Absolutely loved this. Will order again.,2024-05-23
2291,189,11243,4,"Came with my team, everyone was happy.",2023-03-21
2292,122,10614,4,"Came with my team, everyone was happy.",2025-11-02
2293,283,5736,1,Skipped my dietary request.,2025-11-07
2294,243,6059,5,"Best lunch in town, no contest.",2024-09-22
2295,261,6940,4,"Best lunch in town, no contest.",2020-11-29
2296,125,327,5,"Came with my team, everyone was happy.",2025-03-19
2297,3,5669,3,Decent but nothing special.,2024-07-31
2298,1,6095,3,Average — would order again only if nearby.,2023-12-28
2299,131,9972,3,"Good on most days, off-days exist.",2020-01-03
2300,72,9158,3,Decent but nothing special.,2022-12-18
2301,40,13366,4,"Solid flavour, great portion size.",2024-06-16
2302,85,7983,5,"Best lunch in town, no contest.",2022-05-23
2303,259,12101,3,"Good on most days, off-days exist.",2020-04-12
2304,176,12533,4,Five stars all around.,2021-11-11
2305,255,1525,3,"Good on most days, off-days exist.",2023-12-25
2306,19,1668,4,Five stars all around.,2023-10-06
2307,41,4406,5,"Came with my team, everyone was happy.",2020-07-14
2308,31,7062,5,Fresh ingredients and prompt service.,2024-06-29
2309,96,8397,5,Absolutely loved this. Will order again.,2020-07-04
2310,93,5672,5,Fresh ingredients and prompt service.,2021-09-22
2311,178,919,3,Decent but nothing special.,2025-03-13
2312,261,12983,4,Reliable as always — never disappoints.,2023-05-13
2313,126,6527,2,Cold by the time it arrived.,2020-12-18
2314,36,10539,5,Absolutely loved this. Will order again.,2021-10-09
2315,45,7998,3,Average — would order again only if nearby.,2024-10-03
2316,286,8522,5,"Solid flavour, great portion size.",2024-09-23
2317,192,8492,4,Reliable as always — never disappoints.,2020-10-14
2318,186,8738,4,Reliable as always — never disappoints.,2020-07-20
2319,284,6919,4,Five stars all around.,2025-12-24
2320,18,11908,4,Absolutely loved this. Will order again.,2025-04-17
2321,157,2057,4,Absolutely loved this. Will order again.,2024-03-28
2322,141,8837,2,Skipped my dietary request.,2023-05-24
2323,196,11226,4,Absolutely loved this. Will order again.,2020-12-04
2324,192,2910,4,Five stars all around.,2020-09-20
2325,73,5712,4,Fresh ingredients and prompt service.,2024-03-12
2326,98,7848,2,Skipped my dietary request.,2021-07-15
2327,25,9676,5,"Came with my team, everyone was happy.",2024-08-23
2328,77,14607,5,Reliable as always — never disappoints.,2022-06-24
2329,34,2651,3,Average — would order again only if nearby.,2021-09-05
2330,28,5504,1,Not what I expected from the photos.,2021-01-25
2331,216,13232,4,"Best lunch in town, no contest.",2020-04-24
2332,167,13952,4,"Best lunch in town, no contest.",2021-04-19
2333,152,785,3,"Standard fare, fairly priced.",2023-07-15
2334,113,11385,4,Fresh ingredients and prompt service.,2021-12-15
2335,128,192,3,Average — would order again only if nearby.,2025-09-21
2336,197,9211,2,Skipped my dietary request.,2022-10-21
2337,294,3646,4,"Solid flavour, great portion size.",2023-04-07
2338,218,9955,5,Five stars all around.,2024-02-20
2339,132,12569,3,Decent but nothing special.,2025-01-21
2340,259,30,1,Disappointing portion for the price.,2024-09-22
2341,298,132,3,Fine for a quick bite.,2025-06-03
2342,18,340,5,Five stars all around.,2023-07-27
2343,6,5339,4,"Best lunch in town, no contest.",2024-07-26
2344,152,10275,4,"Came with my team, everyone was happy.",2020-06-12
2345,40,8521,5,"Came with my team, everyone was happy.",2024-12-11
2346,66,2210,4,"Came with my team, everyone was happy.",2024-11-30
2347,81,6399,5,Fresh ingredients and prompt service.,2022-12-03
2348,58,9822,5,"Best lunch in town, no contest.",2021-07-17
2349,148,3296,5,"Best lunch in town, no contest.",2025-06-26
2350,72,10240,4,"Best lunch in town, no contest.",2021-06-23
2351,174,97,4,Fresh ingredients and prompt service.,2020-03-22
2352,169,5782,4,Fresh ingredients and prompt service.,2023-09-09
2353,40,11013,5,Five stars all around.,2021-07-07
2354,178,3391,4,Absolutely loved this. Will order again.,2021-05-27
2355,137,7221,3,Average — would order again only if nearby.,2021-12-30
2356,268,8076,1,Skipped my dietary request.,2021-12-28
2357,293,7682,4,Reliable as always — never disappoints.,2023-06-21
2358,83,7425,3,"Standard fare, fairly priced.",2022-08-20
2359,295,2177,3,Average — would order again only if nearby.,2021-08-16
2360,107,3625,3,Average — would order again only if nearby.,2023-10-23
2361,39,13162,5,Fresh ingredients and prompt service.,2021-08-26
2362,130,10004,2,Not what I expected from the photos.,2024-01-23
2363,1,1331,3,"Standard fare, fairly priced.",2025-02-14
2364,59,9467,4,Reliable as always — never disappoints.,2023-03-21
2365,41,13609,5,Reliable as always — never disappoints.,2024-03-16
2366,20,1993,4,Fresh ingredients and prompt service.,2024-10-16
2367,136,11102,4,Absolutely loved this. Will order again.,2023-05-01
2368,6,11006,5,"Solid flavour, great portion size.",2023-06-11
2369,253,12909,5,Five stars all around.,2023-11-20
2370,135,11900,4,"Solid flavour, great portion size.",2023-10-26
2371,265,7708,3,"Standard fare, fairly priced.",2021-09-11
2372,22,4292,5,"Best lunch in town, no contest.",2020-11-17
2373,53,11710,5,"Best lunch in town, no contest.",2024-03-17
2374,38,9456,4,"Best lunch in town, no contest.",2021-06-03
2375,130,5907,2,Cold by the time it arrived.,2023-04-29
2376,150,6580,3,Fine for a quick bite.,2023-06-27
2377,205,14975,5,Absolutely loved this. Will order again.,2021-01-31
2378,280,12959,4,Absolutely loved this. Will order again.,2022-01-08
2379,180,5923,5,Five stars all around.,2025-01-22
2380,14,11264,4,"Came with my team, everyone was happy.",2024-03-16
2381,134,1608,5,Reliable as always — never disappoints.,2020-08-05
2382,290,4741,5,Absolutely loved this. Will order again.,2023-08-13
2383,235,11284,3,Fine for a quick bite.,2023-11-04
2384,67,7954,3,"Standard fare, fairly priced.",2023-01-26
2385,162,6248,4,Absolutely loved this. Will order again.,2022-05-04
2386,282,13322,4,Reliable as always — never disappoints.,2025-06-09
2387,167,14972,5,"Best lunch in town, no contest.",2025-08-23
2388,165,1871,4,"Best lunch in town, no contest.",2021-12-24
2389,74,12526,3,Fine for a quick bite.,2022-10-18
2390,156,13984,5,Five stars all around.,2022-08-23
2391,68,1633,5,Reliable as always — never disappoints.,2022-11-30
2392,62,4666,1,Cold by the time it arrived.,2023-02-27
2393,232,9343,4,"Solid flavour, great portion size.",2023-05-27
2394,202,13224,5,"Came with my team, everyone was happy.",2025-03-11
2395,175,5936,4,"Solid flavour, great portion size.",2021-06-17
2396,235,3520,5,Fresh ingredients and prompt service.,2020-06-27
2397,113,416,4,Fresh ingredients and prompt service.,2025-07-06
2398,180,1504,4,Reliable as always — never disappoints.,2020-09-08
2399,173,2081,5,Absolutely loved this. Will order again.,2025-06-26
2400,55,2959,1,"Slow service, mediocre food.",2023-10-02
2401,125,10655,5,Five stars all around.,2025-04-24
2402,41,1071,3,Fine for a quick bite.,2025-04-22
2403,85,14805,5,"Best lunch in town, no contest.",2025-01-13
2404,244,9283,5,"Came with my team, everyone was happy.",2025-08-22
2405,125,6134,1,Cold by the time it arrived.,2020-06-26
2406,200,7048,4,Reliable as always — never disappoints.,2024-06-07
2407,186,7731,5,Absolutely loved this. Will order again.,2022-12-17
2408,86,3040,5,Reliable as always — never disappoints.,2023-02-16
2409,180,5347,2,Skipped my dietary request.,2024-02-25
2410,206,14986,5,Fresh ingredients and prompt service.,2020-12-15
2411,262,14078,4,"Solid flavour, great portion size.",2020-11-27
2412,244,1471,2,Cold by the time it arrived.,2021-05-04
2413,202,13052,4,"Solid flavour, great portion size.",2021-01-07
2414,294,11836,5,Absolutely loved this. Will order again.,2025-11-07
2415,10,12182,4,Five stars all around.,2022-06-05
2416,147,2041,5,Fresh ingredients and prompt service.,2022-06-14
2417,177,13224,4,Five stars all around.,2021-11-25
2418,91,7326,5,"Came with my team, everyone was happy.",2024-02-14
2419,219,14985,5,Reliable as always — never disappoints.,2023-03-26
2420,75,13730,5,Five stars all around.,2021-05-13
2421,102,4665,4,"Solid flavour, great portion size.",2021-07-04
2422,272,14826,3,Fine for a quick bite.,2025-04-19
2423,140,2811,3,"Standard fare, fairly priced.",2025-03-25
2424,270,12956,4,Reliable as always — never disappoints.,2025-08-08
2425,166,5597,5,"Best lunch in town, no contest.",2020-10-06
2426,299,9812,3,Average — would order again only if nearby.,2024-03-16
2427,293,13511,2,Cold by the time it arrived.,2024-10-07
2428,98,12462,5,Five stars all around.,2023-02-10
2429,70,9274,5,"Best lunch in town, no contest.",2024-07-06
2430,23,3662,5,Absolutely loved this. Will order again.,2022-01-17
2431,298,9128,5,"Solid flavour, great portion size.",2022-02-27
2432,200,7532,4,"Best lunch in town, no contest.",2022-10-21
2433,182,5332,4,"Best lunch in town, no contest.",2023-04-16
2434,97,8385,5,"Best lunch in town, no contest.",2024-06-01
2435,175,753,5,Reliable as always — never disappoints.,2023-06-20
2436,73,11134,4,"Came with my team, everyone was happy.",2023-02-19
2437,239,8349,1,"Slow service, mediocre food.",2025-11-15
2438,134,2397,2,Disappointing portion for the price.,2023-05-30
2439,88,3040,2,Cold by the time it arrived.,2020-08-21
2440,84,13420,4,Fresh ingredients and prompt service.,2023-02-26
2441,244,14019,2,Not what I expected from the photos.,2020-08-30
2442,186,14860,3,"Standard fare, fairly priced.",2024-07-17
2443,197,6671,3,Fine for a quick bite.,2020-02-26
2444,116,6987,5,Absolutely loved this. Will order again.,2023-12-20
2445,39,6160,5,Reliable as always — never disappoints.,2023-10-09
2446,246,328,5,Absolutely loved this. Will order again.,2022-01-23
2447,219,7350,5,Absolutely loved this. Will order again.,2024-04-05
2448,219,4119,5,"Came with my team, everyone was happy.",2020-04-18
2449,284,14201,5,Five stars all around.,2024-06-27
2450,23,10317,5,Absolutely loved this. Will order again.,2024-10-14
2451,214,9104,3,"Good on most days, off-days exist.",2023-07-18
2452,168,12532,3,"Good on most days, off-days exist.",2023-03-24
2453,180,5459,4,"Came with my team, everyone was happy.",2025-06-11
2454,184,14166,5,Reliable as always — never disappoints.,2024-03-23
2455,111,8865,5,Absolutely loved this. Will order again.,2021-02-11
2456,121,13129,4,Five stars all around.,2025-12-07
2457,23,4839,5,Reliable as always — never disappoints.,2020-09-27
2458,65,13537,4,"Best lunch in town, no contest.",2024-01-24
2459,141,14935,5,Reliable as always — never disappoints.,2021-09-05
2460,51,10037,4,Fresh ingredients and prompt service.,2024-02-03
2461,12,7952,3,Decent but nothing special.,2025-10-01
2462,271,4172,3,Average — would order again only if nearby.,2021-09-12
2463,53,8100,4,"Best lunch in town, no contest.",2022-10-29
2464,207,13959,2,Cold by the time it arrived.,2022-02-12
2465,258,4910,2,Cold by the time it arrived.,2021-06-04
2466,124,5959,5,"Solid flavour, great portion size.",2025-10-06
2467,148,2927,3,"Standard fare, fairly priced.",2022-11-27
2468,248,1129,5,"Best lunch in town, no contest.",2020-09-01
2469,205,3617,5,Reliable as always — never disappoints.,2021-06-07
2470,148,12691,5,"Solid flavour, great portion size.",2022-01-11
2471,271,7049,5,Five stars all around.,2023-06-24
2472,188,1147,4,Absolutely loved this. Will order again.,2023-12-23
2473,116,14760,5,Five stars all around.,2020-10-19
2474,168,4431,5,"Best lunch in town, no contest.",2022-11-03
2475,161,8902,5,Absolutely loved this. Will order again.,2025-04-13
2476,229,14654,5,"Best lunch in town, no contest.",2022-03-31
2477,78,12512,5,"Came with my team, everyone was happy.",2025-07-29
2478,56,4620,2,Disappointing portion for the price.,2023-09-16
2479,3,7619,4,"Solid flavour, great portion size.",2020-09-07
2480,226,13304,4,Five stars all around.,2023-04-29
2481,37,6185,4,"Solid flavour, great portion size.",2022-07-06
2482,274,11204,5,"Best lunch in town, no contest.",2025-01-12
2483,173,6253,2,"Slow service, mediocre food.",2022-04-22
2484,274,2418,4,Five stars all around.,2023-08-05
2485,152,9678,3,"Standard fare, fairly priced.",2020-01-09
2486,243,11112,4,Five stars all around.,2022-04-22
2487,2,1513,5,"Came with my team, everyone was happy.",2020-04-28
2488,155,9266,3,Decent but nothing special.,2023-01-23
2489,263,304,4,Absolutely loved this. Will order again.,2022-10-21
2490,159,382,2,Not what I expected from the photos.,2023-06-08
2491,14,11585,4,"Solid flavour, great portion size.",2021-11-02
2492,102,7025,4,Five stars all around.,2021-11-13
2493,274,2947,1,"Slow service, mediocre food.",2021-07-04
2494,61,5458,4,Reliable as always — never disappoints.,2023-07-10
2495,19,1751,4,"Came with my team, everyone was happy.",2023-09-12
2496,65,6010,4,Fresh ingredients and prompt service.,2021-02-25
2497,234,12023,1,Not what I expected from the photos.,2023-08-04
2498,250,4139,4,"Came with my team, everyone was happy.",2024-03-08
2499,88,14412,5,Fresh ingredients and prompt service.,2022-01-31
2500,256,9145,4,"Came with my team, everyone was happy.",2022-05-15
2501,188,14916,4,"Best lunch in town, no contest.",2021-10-31
2502,90,366,5,Absolutely loved this. Will order again.,2021-11-03
2503,69,13150,5,Reliable as always — never disappoints.,2025-12-10
2504,14,7980,5,"Solid flavour, great portion size.",2021-07-06
2505,115,3602,5,"Came with my team, everyone was happy.",2025-08-01
2506,179,11048,4,"Best lunch in town, no contest.",2025-09-20
2507,5,9578,5,Absolutely loved this. Will order again.,2022-02-23
2508,3,8308,4,"Best lunch in town, no contest.",2021-11-13
2509,117,1779,3,"Standard fare, fairly priced.",2020-05-26
2510,213,9638,5,"Solid flavour, great portion size.",2025-04-03
2511,149,10715,3,Decent but nothing special.,2020-05-29
2512,300,14517,5,"Solid flavour, great portion size.",2025-05-11
2513,213,3988,3,"Standard fare, fairly priced.",2023-01-15
2514,121,2042,4,Fresh ingredients and prompt service.,2025-09-24
2515,87,2034,3,"Good on most days, off-days exist.",2022-06-11
2516,25,13595,4,"Came with my team, everyone was happy.",2022-05-24
2517,253,680,3,"Standard fare, fairly priced.",2022-05-28
2518,223,6185,3,Fine for a quick bite.,2024-06-08
2519,227,10979,5,"Solid flavour, great portion size.",2023-10-12
2520,119,14221,4,"Came with my team, everyone was happy.",2020-07-24
2521,189,7834,2,Cold by the time it arrived.,2021-08-19
2522,221,395,4,"Came with my team, everyone was happy.",2020-01-05
2523,121,13200,5,Reliable as always — never disappoints.,2025-10-30
2524,150,2212,3,Fine for a quick bite.,2025-03-12
2525,159,12064,5,"Best lunch in town, no contest.",2022-10-01
2526,11,12039,5,Fresh ingredients and prompt service.,2024-08-07
2527,261,10789,4,Five stars all around.,2024-01-13
2528,59,13732,4,"Came with my team, everyone was happy.",2021-08-15
2529,290,14917,5,"Came with my team, everyone was happy.",2022-11-26
2530,16,1989,5,"Best lunch in town, no contest.",2024-12-23
2531,247,6082,5,Reliable as always — never disappoints.,2024-12-06
2532,282,3902,5,"Came with my team, everyone was happy.",2025-01-10
2533,116,9841,5,Fresh ingredients and prompt service.,2024-08-22
2534,237,4204,4,"Best lunch in town, no contest.",2025-10-26
2535,159,6876,4,Absolutely loved this. Will order again.,2021-03-02
2536,256,14583,5,Absolutely loved this. Will order again.,2021-04-25
2537,292,614,5,Reliable as always — never disappoints.,2025-02-25
2538,222,6614,2,"Slow service, mediocre food.",2020-07-12
2539,210,13071,4,Reliable as always — never disappoints.,2023-05-01
2540,146,2639,4,"Best lunch in town, no contest.",2022-10-27
2541,75,6394,5,Five stars all around.,2025-09-06
2542,73,2326,4,Reliable as always — never disappoints.,2025-06-24
2543,277,13504,4,"Solid flavour, great portion size.",2020-10-20
2544,156,945,5,"Came with my team, everyone was happy.",2021-12-03
2545,167,3733,5,Five stars all around.,2024-06-30
2546,234,13191,3,Fine for a quick bite.,2020-10-22
2547,30,11294,4,Reliable as always — never disappoints.,2023-12-26
2548,11,4732,4,Absolutely loved this. Will order again.,2024-07-19
2549,11,4819,5,"Came with my team, everyone was happy.",2022-05-15
2550,283,4922,5,Five stars all around.,2021-11-09
2551,193,1601,3,Fine for a quick bite.,2020-12-26
2552,299,8965,4,"Came with my team, everyone was happy.",2020-12-20
2553,297,2225,5,"Best lunch in town, no contest.",2024-04-22
2554,1,6656,2,Cold by the time it arrived.,2021-12-29
2555,118,1315,5,Absolutely loved this. Will order again.,2024-06-19
2556,170,13767,4,Five stars all around.,2024-06-23
2557,214,6028,4,Absolutely loved this. Will order again.,2022-12-26
2558,96,4920,4,Five stars all around.,2020-07-29
2559,281,12396,5,"Best lunch in town, no contest.",2025-04-09
2560,38,1290,5,Absolutely loved this. Will order again.,2022-09-26
2561,178,5866,5,"Best lunch in town, no contest.",2020-07-20
2562,296,2161,5,Five stars all around.,2023-06-12
2563,48,1006,5,"Came with my team, everyone was happy.",2023-12-07
2564,106,13610,5,Five stars all around.,2025-12-25
2565,28,12467,3,"Good on most days, off-days exist.",2025-10-05
2566,273,7083,4,Fresh ingredients and prompt service.,2025-09-25
2567,24,12137,4,Five stars all around.,2024-10-06
2568,224,5025,2,Skipped my dietary request.,2023-07-01
2569,176,2968,3,Decent but nothing special.,2020-04-20
2570,43,1123,3,"Good on most days, off-days exist.",2025-01-15
2571,125,6282,2,Skipped my dietary request.,2025-03-22
2572,10,2083,5,Fresh ingredients and prompt service.,2023-08-11
2573,240,12553,5,Reliable as always — never disappoints.,2022-05-26
2574,13,4070,4,Fresh ingredients and prompt service.,2022-03-27
2575,272,11275,5,"Came with my team, everyone was happy.",2022-01-27
2576,241,11905,5,Reliable as always — never disappoints.,2020-11-14
2577,57,3529,4,Reliable as always — never disappoints.,2023-04-16
2578,115,7690,3,"Standard fare, fairly priced.",2023-02-12
2579,69,12894,4,"Came with my team, everyone was happy.",2025-02-23
2580,14,8625,5,"Best lunch in town, no contest.",2024-11-27
2581,94,4831,1,Skipped my dietary request.,2023-10-10
2582,194,1567,2,"Slow service, mediocre food.",2021-07-09
2583,45,1044,5,"Came with my team, everyone was happy.",2023-08-26
2584,264,4857,3,Decent but nothing special.,2023-11-08
2585,122,2113,5,"Solid flavour, great portion size.",2022-03-24
2586,250,9317,4,Reliable as always — never disappoints.,2020-11-20
2587,29,2154,4,Five stars all around.,2024-01-07
2588,213,7884,5,Fresh ingredients and prompt service.,2025-07-13
2589,289,12690,2,"Slow service, mediocre food.",2022-12-04
2590,177,12313,4,"Solid flavour, great portion size.",2022-06-14
2591,210,12857,5,"Came with my team, everyone was happy.",2023-09-13
2592,64,10908,4,Five stars all around.,2021-02-01
2593,88,13069,5,Five stars all around.,2022-02-24
2594,36,4310,4,Fresh ingredients and prompt service.,2021-11-08
2595,152,8558,4,"Came with my team, everyone was happy.",2024-08-30
2596,104,13500,4,"Came with my team, everyone was happy.",2020-07-15
2597,119,10101,4,"Solid flavour, great portion size.",2025-01-08
2598,262,733,3,Average — would order again only if nearby.,2020-01-30
2599,34,405,5,"Best lunch in town, no contest.",2022-08-02
2600,150,1359,4,Absolutely loved this. Will order again.,2022-12-29
2601,166,13837,4,"Best lunch in town, no contest.",2025-06-01
2602,63,3977,5,Absolutely loved this. Will order again.,2025-02-17
2603,231,703,2,Cold by the time it arrived.,2021-11-28
2604,43,9020,5,Five stars all around.,2023-07-20
2605,86,10347,4,Five stars all around.,2020-05-22
2606,224,2139,5,"Best lunch in town, no contest.",2022-09-01
2607,116,8596,5,Five stars all around.,2021-10-20
2608,293,6752,5,Reliable as always — never disappoints.,2021-12-17
2609,59,12413,3,"Standard fare, fairly priced.",2024-02-14
2610,264,1729,5,Absolutely loved this. Will order again.,2024-06-14
2611,158,10710,2,Cold by the time it arrived.,2025-10-25
2612,280,14142,3,Average — would order again only if nearby.,2025-08-07
2613,6,1501,3,Decent but nothing special.,2025-09-04
2614,23,10953,4,Five stars all around.,2025-01-14
2615,197,12531,4,Absolutely loved this. Will order again.,2020-10-07
2616,22,2053,4,Absolutely loved this. Will order again.,2025-11-03
2617,287,8920,4,"Came with my team, everyone was happy.",2020-09-18
2618,87,8434,2,Cold by the time it arrived.,2020-02-08
2619,159,13095,4,"Best lunch in town, no contest.",2021-07-05
2620,253,348,4,"Came with my team, everyone was happy.",2022-01-25
2621,74,7058,4,"Came with my team, everyone was happy.",2024-12-11
2622,277,1150,3,Decent but nothing special.,2024-11-27
2623,252,5616,4,Fresh ingredients and prompt service.,2021-06-23
2624,232,7567,5,Five stars all around.,2023-03-17
2625,131,5959,3,"Standard fare, fairly priced.",2023-12-26
2626,142,10390,3,"Standard fare, fairly priced.",2021-07-20
2627,98,1822,4,"Solid flavour, great portion size.",2024-10-14
2628,184,9907,5,"Came with my team, everyone was happy.",2020-06-22
2629,111,956,5,Fresh ingredients and prompt service.,2020-02-01
2630,154,9984,4,"Solid flavour, great portion size.",2023-01-07
2631,98,5896,3,Fine for a quick bite.,2020-12-25
2632,300,11782,5,"Solid flavour, great portion size.",2023-04-25
2633,185,2991,5,Absolutely loved this. Will order again.,2023-03-28
2634,207,11529,4,"Solid flavour, great portion size.",2020-12-20
2635,52,1225,5,Reliable as always — never disappoints.,2020-11-28
2636,267,12907,5,Fresh ingredients and prompt service.,2022-11-20
2637,293,5602,5,"Solid flavour, great portion size.",2024-05-24
2638,274,8446,5,Reliable as always — never disappoints.,2025-05-20
2639,286,173,3,Decent but nothing special.,2023-08-30
2640,33,13644,4,Absolutely loved this. Will order again.,2021-06-06
2641,11,4861,2,Cold by the time it arrived.,2021-11-15
2642,52,13267,5,"Came with my team, everyone was happy.",2025-02-06
2643,222,13524,4,Five stars all around.,2023-05-11
2644,278,14505,5,Reliable as always — never disappoints.,2022-12-13
2645,122,13504,5,"Solid flavour, great portion size.",2023-12-22
2646,184,5346,4,"Came with my team, everyone was happy.",2020-09-15
2647,258,12320,4,Fresh ingredients and prompt service.,2024-05-31
2648,122,14466,4,Fresh ingredients and prompt service.,2024-02-19
2649,167,4402,2,"Slow service, mediocre food.",2025-08-31
2650,228,5585,4,Absolutely loved this. Will order again.,2022-12-19
2651,280,14643,5,Reliable as always — never disappoints.,2025-07-22
2652,211,421,3,Decent but nothing special.,2023-08-13
2653,103,13276,4,Absolutely loved this. Will order again.,2020-09-30
2654,73,12194,4,"Solid flavour, great portion size.",2025-11-09
2655,25,661,4,"Solid flavour, great portion size.",2020-12-27
2656,70,11710,2,Not what I expected from the photos.,2025-06-02
2657,273,10119,5,Absolutely loved this. Will order again.,2023-07-25
2658,128,2759,1,Disappointing portion for the price.,2020-10-10
2659,225,14404,5,"Solid flavour, great portion size.",2023-07-19
2660,31,1928,5,Fresh ingredients and prompt service.,2021-10-07
2661,108,4147,5,"Solid flavour, great portion size.",2024-04-13
2662,197,9335,4,Fresh ingredients and prompt service.,2023-07-19
2663,192,12275,5,Five stars all around.,2022-10-05
2664,237,4172,5,Five stars all around.,2022-03-16
2665,275,5834,3,Average — would order again only if nearby.,2024-04-16
2666,237,2534,1,Cold by the time it arrived.,2020-12-23
2667,29,4506,3,"Standard fare, fairly priced.",2024-11-03
2668,170,13840,5,Fresh ingredients and prompt service.,2022-07-02
2669,198,12879,3,Decent but nothing special.,2025-01-01
2670,50,8862,5,Absolutely loved this. Will order again.,2022-11-22
2671,154,2641,5,Reliable as always — never disappoints.,2020-05-23
2672,217,6292,5,"Solid flavour, great portion size.",2023-04-28
2673,147,11625,5,Absolutely loved this. Will order again.,2024-11-24
2674,107,5832,4,Fresh ingredients and prompt service.,2024-05-17
2675,111,1979,5,Reliable as always — never disappoints.,2023-01-22
2676,274,11054,3,Average — would order again only if nearby.,2025-08-13
2677,125,9545,3,"Good on most days, off-days exist.",2022-06-27
2678,8,13001,5,"Solid flavour, great portion size.",2025-01-16
2679,162,3665,5,Fresh ingredients and prompt service.,2021-03-21
2680,51,10760,4,Reliable as always — never disappoints.,2020-04-30
2681,4,3966,4,"Came with my team, everyone was happy.",2022-11-11
2682,93,13067,5,"Came with my team, everyone was happy.",2020-12-12
2683,252,1144,1,Skipped my dietary request.,2025-01-01
2684,151,5626,4,Five stars all around.,2020-02-19
2685,203,10576,5,"Solid flavour, great portion size.",2023-11-21
2686,78,11858,5,Fresh ingredients and prompt service.,2023-03-28
2687,177,12375,1,Not what I expected from the photos.,2024-12-13
2688,133,7324,5,"Solid flavour, great portion size.",2021-04-23
2689,65,7326,4,"Came with my team, everyone was happy.",2020-11-12
2690,268,7266,5,Absolutely loved this. Will order again.,2021-09-22
2691,155,2064,3,Fine for a quick bite.,2020-07-20
2692,94,14122,1,Disappointing portion for the price.,2022-02-03
2693,198,8109,5,"Best lunch in town, no contest.",2025-11-05
2694,272,2359,4,"Solid flavour, great portion size.",2022-04-08
2695,78,2684,5,"Solid flavour, great portion size.",2022-02-16
2696,169,13725,4,Reliable as always — never disappoints.,2025-07-09
2697,48,9268,4,"Solid flavour, great portion size.",2024-11-27
2698,6,13132,4,"Came with my team, everyone was happy.",2021-05-16
2699,219,8392,3,Fine for a quick bite.,2021-04-11
2700,175,3793,4,"Came with my team, everyone was happy.",2021-07-28
2701,23,1441,3,"Standard fare, fairly priced.",2023-12-20
2702,153,1225,5,Five stars all around.,2020-03-06
2703,128,5270,5,Reliable as always — never disappoints.,2024-03-15
2704,169,12344,2,Disappointing portion for the price.,2021-06-27
2705,270,8375,1,Skipped my dietary request.,2021-10-25
2706,68,414,5,"Best lunch in town, no contest.",2021-11-19
2707,217,7928,4,"Came with my team, everyone was happy.",2021-04-13
2708,239,11692,4,Fresh ingredients and prompt service.,2025-01-30
2709,158,9112,4,"Best lunch in town, no contest.",2023-03-08
2710,115,14,1,"Slow service, mediocre food.",2020-01-08
2711,241,1972,5,Reliable as always — never disappoints.,2022-12-09
2712,28,5501,5,Reliable as always — never disappoints.,2024-11-04
